,fig_num,quantity,name_mfig,num_parts_mfig,id,set_num,name_set,year,theme_id
18349,fig-012086,1,Mulan,4,118877,43208-1,Jasmine and Mulan’s Adventure,2022,579
18350,fig-012161,1,"Construction Worker, Orange Safety Vest, White Hard Hat",4,118878,60324-1,Mobile Crane,2022,52
18351,fig-012162,1,"Construction Worker, Orange Safety Jacket, Bright Light Blue Legs, White Hard Hat",4,118878,60324-1,Mobile Crane,2022,52
18352,fig-012002,1,"Ice Cream Vendor, Bright Green Ice Cream Suit",4,118880,60328-1,Beach Lifeguard Station,2022,52
18353,fig-012003,1,"Girl, Medium Azure Bathing Suit",4,118880,60328-1,Beach Lifeguard Station,2022,52
18354,fig-012004,1,"Woman, White and Lime Swimsuit",4,118880,60328-1,Beach Lifeguard Station,2022,52
18355,fig-012005,1,"Lifeguard, White Vest, Tan Hair",4,118880,60328-1,Beach Lifeguard Station,2022,52
18356,fig-012063,1,"Bob, Black Firesuit, Vibrant Yellow Helmet",5,118881,60319-1,Fire Rescue & Police Chase,2022,52
18357,fig-012064,1,"Policewoman, Dark Blue Uniform, White Helmet",5,118881,60319-1,Fire Rescue & Police Chase,2022,52
18358,fig-012065,1,"Criminal, Prison Shirt, Bright Green Hair",4,118881,60319-1,Fire Rescue & Police Chase,2022,52
18359,fig-012090,1,"Doctor Strange, Plastic Cape, High Medallion",5,118882,76205-1,Gargantos Showdown,2022,696
18360,fig-012091,1,"Wong, Dark Purple Outfit",4,118882,76205-1,Gargantos Showdown,2022,696
18361,fig-012092,1,America Chavez,4,118882,76205-1,Gargantos Showdown,2022,696
18362,fig-012050,1,"Man, Tan Sweater, Medium Blue, Medium Nougat Hair",4,118883,60327-1,Horse Transporter,2022,52
18363,fig-012051,1,"Woman, Light Bluish Gray Riding Jacket, Black Helmet with Ponytail",4,118883,60327-1,Horse Transporter,2022,52
18364,fig-012028,1,Crook Ice,4,118884,60314-1,Ice Cream Truck Police Chase,2022,52
18365,fig-012029,1,Crook Cream,4,118884,60314-1,Ice Cream Truck Police Chase,2022,52
18366,fig-012030,1,"Policewoman, Bright Light Blue Shirt, Dark Blue Legs, Medium Nougat Hair",4,118884,60314-1,Ice Cream Truck Police Chase,2022,52
18367,fig-012014,1,"Man, Dark Red Jacket, Dark Green Legs, Light Bluish Gray Hair and Beard",4,118887,60343-1,Rescue Helicopter Transport,2022,52
18368,fig-012015,1,"Pilot, Vibrant Yellow Jacket, Sand Green Legs, White Helmet",5,118887,60343-1,Rescue Helicopter Transport,2022,52
18369,fig-012075,1,"Olivia - Dark Turquoise Top, Dark Pink Overall",4,118890,41707-1,Tree-Planting Vehicle,2022,494
18370,fig-012076,1,"Daniel - White Shirt, Sand Blue Overall",4,118890,41707-1,Tree-Planting Vehicle,2022,494
18371,fig-012076,1,"Daniel - White Shirt, Sand Blue Overall",4,135598,41696-1,Pony-Washing Stable,2022,494
18372,fig-012787,1,"Mia - Green Shirt, Orange Pants, Sunglasses",5,135598,41696-1,Pony-Washing Stable,2022,494
18373,fig-012097,1,Diver,4,118892,21180-1,The Guardian Battle,2022,577
18374,fig-012000,1,"Construction Worker, Orange Overalls, Red Hard Hat",4,118895,60325-1,Cement Mixer Truck,2022,52
18375,fig-012001,1,"Construction Worker, Blue Jacket, Orange Legs, Red Helmet",4,118895,60325-1,Cement Mixer Truck,2022,52
18376,fig-012148,1,"Rebel Trooper in Hoth Uniform, Dark Tan Hat, Reddish Brown Head",5,118905,40557-1,Defence of Hoth,2022,158
18377,fig-012149,1,"Rebel Trooper in Hoth Uniform, Dark Tan Hat, Nougat Head",5,118905,40557-1,Defence of Hoth,2022,158
18378,fig-012150,1,"Rebel Officer in Hoth Uniform, Light Nougat Head",5,118905,40557-1,Defence of Hoth,2022,158
18379,fig-012163,1,"Boy, Red Jacket, Short Sand Blue Legs, Dark Brown Hair",4,118910,60326-1,Picnic in the Park,2022,52
18380,fig-012164,1,"Woman, Bright Light Blue Torso and Legs, Dark Brown Hair",4,118910,60326-1,Picnic in the Park,2022,52
18381,fig-012165,1,"Man, Tan Shirt, Dark Green Legs and Cap",4,118910,60326-1,Picnic in the Park,2022,52
18382,fig-012082,1,"Anna - Tan Top, Jewel Dress",4,118915,43198-1,Anna’s Castle Courtyard,2022,687
18383,fig-011992,1,"Firefighter, Bright Light Orange Fire Suit, Sunglasses, White Helmet",4,118918,60318-1,Fire Helicopter,2022,52
18384,fig-011993,1,"Hot Dog Vender, Red Legs and Cap",4,118918,60318-1,Fire Helicopter,2022,52
18385,fig-012026,1,Boa Destructor,3,118920,71757-1,Lloyd's Ninja Mech,2022,435
18386,fig-012179,1,Lloyd - EVO Head Wrap,4,118920,71757-1,Lloyd's Ninja Mech,2022,435
18387,fig-012179,1,Lloyd - EVO Head Wrap,4,120101,30593-1,Lloyd Suit Mech,2022,435
18388,fig-012179,1,Lloyd - EVO Head Wrap,4,139892,112218-1,Lloyd vs. Overlord,2022,435
18389,fig-012853,1,"Overlord - Trans-Purple Head, Black Torso",4,139892,112218-1,Lloyd vs. Overlord,2022,435
18390,fig-012025,1,"Policeman, Bright Light BLue Shirt, Dark Blue Legs and Cap, Stubble",4,118923,60312-1,Police Car,2022,52
18391,fig-012016,1,"Racer, White Race Suit, Dark Blue Cap, Sunglasses",4,118924,60322-1,Race Car,2022,52
18392,fig-012017,1,"Racer, White Race Jacket, Lime Legs, White Helmet",5,118924,60322-1,Race Car,2022,52
18393,fig-012006,1,"Pilot, Dark Azure Jacket, Dark Blue Legs, White Helmet",5,118925,60323-1,Stunt Plane,2022,52
18394,fig-012079,1,"Layla - Dark Turquoise Top, White Skirt",4,118927,41697-1,Turtle Protection Vehicle,2022,494
18395,fig-012080,1,"Emma - White Coat, Dark Pink Skirt",4,118927,41697-1,Turtle Protection Vehicle,2022,494
18396,fig-012146,1,"Kid - Dark Blue Torso, Medium Blue Legs, Dark Azure Helmet, Backpack",5,118945,30588-1,Kids’ Playground,2022,52
18397,fig-012147,1,"Kid - White Torso, Medium Blue Legs, Dark Brown Hair, Backpack",5,118945,30588-1,Kids’ Playground,2022,52
18398,fig-012181,1,Robot Repair Tech,5,118948,71032-1,Robot Repair Tech,2022,718
18399,fig-012182,1,Chili Costume Fan,4,118949,71032-2,Chili Costume Fan,2022,718
18400,fig-012183,1,Troubadour,5,118950,71032-3,Troubadour,2022,718
18401,fig-012184,1,Snow Guardian,5,118951,71032-4,Snow Guardian,2022,718
18402,fig-012185,1,Groom,4,118952,71032-5,Horse and Groom,2022,718
18403,fig-012186,1,Figure Skating Champion,4,118953,71032-6,Figure Skating Champion,2022,718
18404,fig-012187,1,Night Protector,4,118954,71032-7,Night Protector,2022,718
18405,fig-012188,1,Forest Elf,5,118955,71032-8,Forest Elf,2022,718
18406,fig-012189,1,Bird-Watcher,4,118956,71032-9,Bird-Watcher,2022,718
18407,fig-012190,1,Raccoon Costume Fan,5,118957,71032-10,Raccoon Costume Fan,2022,718
18408,fig-012191,1,Space Creature,5,118958,71032-11,Space Creature,2022,718
18409,fig-012192,1,Wheelchair Racer,5,118959,71032-12,Wheelchair Racer,2022,718
18410,fig-012605,1,"Light Bluish Overall, Dark Red Hat",4,119145,19008-1,The LEGO Story,2019,719
18411,fig-012606,1,"Light Bluish Grey Torso, Dark Brown Legs, Dark Brown Hair",4,119145,19008-1,The LEGO Story,2019,719
18412,fig-012607,1,"White Torso, Dark Blue Legs, Medium Nougat Hair",4,119145,19008-1,The LEGO Story,2019,719
18413,fig-012608,1,"Medium Blue Torso, Blue Overall, Red Hat",4,119145,19008-1,The LEGO Story,2019,719
18414,fig-012368,1,Castle in the Forest Knight,6,119148,910001-1,Castle in the Forest,2021,719
18415,fig-012369,1,Castle in the Forest Guard,4,119148,910001-1,Castle in the Forest,2021,719
18416,fig-012370,1,Castle in the Forest Archer - Male,5,119148,910001-1,Castle in the Forest,2021,719
18417,fig-012371,1,Castle in the Forest Archer - Female,5,119148,910001-1,Castle in the Forest,2021,719
18418,fig-012372,1,Castle in the Forest Farmer,5,119148,910001-1,Castle in the Forest,2021,719
18419,fig-012373,1,Castle in the Forest Pirate,4,119148,910001-1,Castle in the Forest,2021,719
18420,fig-011961,1,"Woman, Red Torso, Sand Blue Skirt",4,119560,19007-1,Science Tower,2019,719
18421,fig-011962,1,"Man, Black, Reddish Brown Hair",4,119560,19007-1,Science Tower,2019,719
18422,fig-012602,1,Val-Zod,5,119709,9780744054583-1,DC Comics Super Heroes: Character Encyclopedia: New Edition,2022,497
18423,fig-012595,1,"Medium Lavender Torso, Medium Azure Legs, Dark Tan Cap",4,119782,19003-1,Skyline Express,2019,719
18424,fig-012596,1,"Bright Pink Torso, White Legs, Bright Light Yellow Hair",4,119782,19003-1,Skyline Express,2019,719
18425,fig-012597,1,"Bright Pink Torso, Reddish Brown Legs, Dark Orange Hair",4,119782,19003-1,Skyline Express,2019,719
18426,fig-012598,1,"Dark Purple Torso, Olive Green Legs, Reddish Brown Hair",4,119782,19003-1,Skyline Express,2019,719
18427,fig-012599,1,"Orange Torso, Pearl Dark Grey Legs, Dark Green Cap",4,119782,19003-1,Skyline Express,2019,719
18428,fig-012600,1,"Orange Torso, Dark Blue, Blue Cap",4,119782,19003-1,Skyline Express,2019,719
18429,fig-011963,1,Löwenstein Archer,5,119786,19001-1,Löwenstein Castle,2019,719
18430,fig-011964,1,Löwenstein Knight,4,119786,19001-1,Löwenstein Castle,2019,719
18431,fig-011965,1,Löwenstein Queen,5,119786,19001-1,Löwenstein Castle,2019,719
18432,fig-012302,1,"Orange Torso, Tan Legs, Reddish Brown Hair",4,119796,19006-1,Eight Studs,2019,719
18433,fig-012303,1,"Blue Torso, Tan Legs, Dark Orange Legs",4,119796,19006-1,Eight Studs,2019,719
18434,fig-012867,1,"Blue Torso, Medium Azure Legs, Reddish Brown Hair",4,119806,19009-1,Imagine It! Build It!,2019,719
18435,fig-012868,1,"Blue Torso, Dark Blue Legs, Red Hat",4,119806,19009-1,Imagine It! Build It!,2019,719
18436,fig-011968,1,Carnival Boy,4,119808,19010-1,Hot Shot Carnival,2019,719
18437,fig-011969,1,Carnival Man,4,119808,19010-1,Hot Shot Carnival,2019,719
18438,fig-011970,1,Carnival Woman,4,119808,19010-1,Hot Shot Carnival,2019,719
18439,fig-011966,1,Bikes! Man,4,119810,19012-1,Bikes!,2019,719
18440,fig-011967,1,Bikes! Woman,4,119810,19012-1,Bikes!,2019,719
18441,fig-012157,1,"Firefighter, Black Fire Suit, Vibrant Yellow Helmet, Dirty Face",5,120108,30585-1,Fire Patrol Vehicle,2022,58
18442,fig-012031,1,"Racer, Coral Race Jacket, Black Helmet",5,120111,30589-1,Go-Cart Racer,2022,52
18443,fig-012099,1,"Spider-Man (Miles Morales), Medium Red Legs",3,120152,10781-1,Spider-Man’s Techno Trike,2022,706
18444,fig-012100,1,"Green Goblin, Medium Legs",4,120152,10781-1,Spider-Man’s Techno Trike,2022,706
18445,fig-012099,1,"Spider-Man (Miles Morales), Medium Red Legs",3,120155,10784-1,Spider-Man Webquarters Hangout,2022,706
18446,fig-012100,1,"Green Goblin, Medium Legs",4,120155,10784-1,Spider-Man Webquarters Hangout,2022,706
18447,fig-012104,1,"Spider-Man (Spidey), Medium Legs",3,120155,10784-1,Spider-Man Webquarters Hangout,2022,706
18448,fig-012105,1,"Ghost-Spider / Spider-Gwen, Medium Legs",4,120155,10784-1,Spider-Man Webquarters Hangout,2022,706
18449,fig-012107,1,"Ms. Marvel, Medium Legs",4,120155,10784-1,Spider-Man Webquarters Hangout,2022,706
18450,fig-012101,1,Rhino,4,120153,10782-1,Hulk vs. Rhino Truck Showdown,2022,706
18451,fig-012102,1,"Hulk, Dark Purple Pants, Dual Molded Legs",4,120153,10782-1,Hulk vs. Rhino Truck Showdown,2022,706
18452,fig-012104,1,"Spider-Man (Spidey), Medium Legs",3,120153,10782-1,Hulk vs. Rhino Truck Showdown,2022,706
18453,fig-012104,1,"Spider-Man (Spidey), Medium Legs",3,120154,10783-1,Spider-Man at Doc Ock’s Lab,2022,706
18454,fig-012105,1,"Ghost-Spider / Spider-Gwen, Medium Legs",4,120154,10783-1,Spider-Man at Doc Ock’s Lab,2022,706
18455,fig-012106,1,"Dr. Octopus / Doc Ock, Female",9,120154,10783-1,Spider-Man at Doc Ock’s Lab,2022,706
18456,fig-012362,1,Dynamo Doug - Headphones,5,120679,9782378891176-1,City: À fond les ballons,2021,497
18457,fig-012073,1,Sonic the Hedgehog - LEGO Ideas,3,121161,21331-1,Sonic the Hedgehog – Green Hill Zone,2022,576
18458,fig-011990,1,"Police Officer - Justin Justice - Bright Light Blue Shirt, Dark Blue Legs, Dark Blue Cap",4,121461,952201-1,Justin Justice’s Police Car,2022,61
18459,fig-012315,1,Madam Pomfrey,4,122203,76398-1,Hogwarts Hospital Wing,2022,246
18460,fig-012316,1,"Hermione Granger, Bright Pink Hoodie over Dark Pink Shirt, Medium Legs, Smirk / Angry",4,122203,76398-1,Hogwarts Hospital Wing,2022,246
18461,fig-012317,1,"Harry Potter, Dark Blue Jacket Dirty, Medium Legs, Closed Mouth",4,122203,76398-1,Hogwarts Hospital Wing,2022,246
18462,fig-012318,1,"Ron Weasley, Red Sweater Dirty, Odd Medium Legs",4,122203,76398-1,Hogwarts Hospital Wing,2022,246
18463,fig-012311,1,"Alastor Mad-Eye Moody, Odd Legs, Medium Nougat Coat",4,122206,76397-1,Hogwarts Moment: Defence Against the Dark Arts Class,2022,246
18464,fig-012313,1,"Neville Longbottom, Gryffindor Robes Closed, Medium Legs",4,122206,76397-1,Hogwarts Moment: Defence Against the Dark Arts Class,2022,246
18465,fig-012314,1,"Hermione Granger, Gryffindor Robe Closed, Medium Legs",4,122206,76397-1,Hogwarts Moment: Defence Against the Dark Arts Class,2022,246
18466,fig-012307,1,"Professor Sybill Trelawney, Reddish Brown Outfit",4,122208,76396-1,Hogwarts Moment: Divination Class,2022,246
18467,fig-012308,1,"Harry Potter, Gryffindor Robes Open, Medium Legs",4,122208,76396-1,Hogwarts Moment: Divination Class,2022,246
18468,fig-012309,1,"Parvati Patil, Gryffindor Robes",4,122208,76396-1,Hogwarts Moment: Divination Class,2022,246
18469,fig-012271,1,"Anakin Skywalker, Clone Trooper Phase I Armor",4,122768,330085-1,Armor Case Kit for Nintendo DSi - Star Wars Ep III/Clone Wars,2011,501
18470,fig-012278,1,Elsa - Medium Blue Short Dress,4,123699,30559-1,Elsa and Bruni's Forest Camp,2022,687
18471,fig-012375,1,"Chewbacca, Dark Brown - Long Lines on Legs on Outside",3,123718,9788325332433-1,Star Wars: Galaktyczne Zagadki,2020,497
18472,fig-012286,1,"Dark Red Torso, Dark Bluish Gray Legs, Black Cap",4,124667,40532-1,Vintage Taxi,2022,598
18473,fig-012344,1,"Race Driver, White Ferrari Racing Suit, White Helmet",5,125195,76906-1,1970 Ferrari 512 M,2022,601
18474,fig-012345,1,"Race Driver, Dark Green Lotus Racing Suit, Black Helmet",5,125196,76907-1,Lotus Evija,2022,601
18475,fig-012343,1,"Race Driver, Black Racing Jacket, Dark Blue Legs, Black Helmet, Stubble",5,125197,76908-1,Lamborghini Countach,2022,601
18476,fig-012339,1,"Race Driver, Lime Racing Suit, Black Helmet, Glasses",5,125198,76910-1,Aston Martin Valkyrie AMR Pro and Aston Martin Vantage GT3,2022,601
18477,fig-012340,1,"Race Driver, Dark Bluish Gray Racing Suit with Lime Trim, Black Helmet",5,125198,76910-1,Aston Martin Valkyrie AMR Pro and Aston Martin Vantage GT3,2022,601
18478,fig-012341,1,"Race Driver, Black Jacket, Dark Bluish Gray Legs, Black Helmet",5,125221,76909-1,Mercedes-AMG F1 W12 E Performance & Mercedes-AMG Project One,2022,601
18479,fig-012342,1,"Race Driver, Black Racing Suit with Lime Trim, Black Helmet, Stubble",5,125221,76909-1,Mercedes-AMG F1 W12 E Performance & Mercedes-AMG Project One,2022,601
18480,fig-012363,1,Arista,4,125368,43207-1,Ariel’s Underwater Palace,2022,579
18481,fig-012364,1,"Ariel - Mermaid Form, Dark Turquoise Tail, Bright Pink Flower",5,125368,43207-1,Ariel’s Underwater Palace,2022,579
18482,fig-012365,1,King Triton,4,125368,43207-1,Ariel’s Underwater Palace,2022,579
18483,fig-012355,1,"Priyanka - Coral Top, White Shorts, Black Hair",4,135786,41721-1,Organic Farm,2022,494
18484,fig-012814,1,"Mia - Lime Top, Dark Purple Skirt, Riding Cap",4,135786,41721-1,Organic Farm,2022,494
18485,fig-012815,1,"Marcel - Dark Green Shirt, Dark Tan Overall, Bald Head",4,135786,41721-1,Organic Farm,2022,494
18486,fig-012817,1,"River - Red Shirt, Sand Blue Pants, Dark Brown Hair",4,135786,41721-1,Organic Farm,2022,494
18487,fig-012321,1,"Rivera, Bright Light Orange Spacesuit, Dark Blue Visor",5,125371,60349-1,Lunar Space Station,2022,52
18488,fig-012322,1,"Astronaut, Dark Azure Jumpsuit, Dark Brown Hair",4,125371,60349-1,Lunar Space Station,2022,52
18489,fig-012323,1,"Astronaut, Dark Azure Jumpsuit, Medium Nougat Hair",4,125371,60349-1,Lunar Space Station,2022,52
18490,fig-012324,1,"Astronaut, White Spacesuit, Dark Azure Backpack, Gold Visor",6,125371,60349-1,Lunar Space Station,2022,52
18491,fig-012325,1,"Astronaut, Male, White Spacesuit, Dark Azure Backpack, Gold Visor",6,125371,60349-1,Lunar Space Station,2022,52
18492,fig-012301,1,"Zane - EVO, Wraps",4,128578,112216-1,Zane vs. Nindroid,2022,435
18493,fig-012397,1,Nindroid (Legacy) - Harness,6,128578,112216-1,Zane vs. Nindroid,2022,435
18494,fig-012326,1,"Man, Dark Orange Jacket, Dark Azure Legs, Dark Blue Cap",4,125378,60348-1,Lunar Roving Vehicle,2022,52
18495,fig-012327,1,"Astronaut, Male, White Suit, Gold Visor, Beard",6,125378,60348-1,Lunar Roving Vehicle,2022,52
18496,fig-012328,1,"Astronaut, Female, White Suit, Gold Visor, Smirk",6,125378,60348-1,Lunar Roving Vehicle,2022,52
18497,fig-012333,1,"Olivia - Metallic Blue Jacket, Dark Pink Skirt, Bright Light Yellow Cap",4,125379,41699-1,Pet Adoption Café,2022,494
18498,fig-012334,1,"Priyanka - White Apron and Shorts, Black Hair",4,125379,41699-1,Pet Adoption Café,2022,494
18499,fig-012347,1,"Andrea - Magenta and White Top, Yellow Skirt",4,125385,41698-1,Pet Playground,2022,494
18500,fig-012348,1,"Liz - Microdoll, Dark Turquoise Outfit, Dark Brown Hair",3,125385,41698-1,Pet Playground,2022,494
18501,fig-012320,1,"Elsa, Medium Lavender and White Dress, No Cape",4,125388,43209-1,Elsa and the Nokk’s Ice Stable,2022,687
18502,fig-012336,1,"Jay - Spinjitzu Training, Trans--Neon Green Head",4,125396,70690-1,Jay's Spinjitzu Ninja Training,2022,435
18503,fig-012338,1,"Kai - Spinjitzu Training, Trans-Red Head",4,125397,70688-1,Kai's Spinjitzu Ninja Training,2022,435
18504,fig-012337,1,"Lloyd - Spinjitzu Training, Trans-Green Head",4,125398,70689-1,Lloyd's Spinjitzu Ninja Training,2022,435
18505,fig-012329,1,"Thor, Tan Hair, Black Armor, Red Cape",5,125520,76209-1,Thor's Hammer,2022,696
18506,fig-012293,1,"Construction Worker - Bright Light Blue Shirt, Blue Overall, Red Helmet (Pete Precise)",4,126530,952202-1,Pete’s Precise’s Drill,2022,56
18507,fig-012500,1,"Ian Malcolm, Light Bluish Grey Hair",4,126662,76951-1,Pyroraptor & Dilophosaurus Transport,2022,602
18508,fig-012501,1,Guard,4,126662,76951-1,Pyroraptor & Dilophosaurus Transport,2022,602
18509,fig-012503,1,"Ellie Sattler, Dark Orange Jacket",4,126662,76951-1,Pyroraptor & Dilophosaurus Transport,2022,602
18510,fig-012496,1,Claire Dearing - Black Suit,4,126663,76950-1,Triceratops Pickup Truck Ambush,2022,602
18511,fig-012497,1,"Franklin Web, Black Suit",4,126663,76950-1,Triceratops Pickup Truck Ambush,2022,602
18512,fig-012498,1,Guard,4,126663,76950-1,Triceratops Pickup Truck Ambush,2022,602
18513,fig-012499,1,Guard,4,126663,76950-1,Triceratops Pickup Truck Ambush,2022,602
18514,fig-012506,1,"Ian Malcolm, Wet",4,126675,76956-1,T. rex Breakout,2022,602
18515,fig-012507,1,Alan Grant - Wet,4,126675,76956-1,T. rex Breakout,2022,602
18516,fig-012508,1,Tim Murphy - Muddy,4,126675,76956-1,T. rex Breakout,2022,602
18517,fig-012509,1,Lex Murphy - Muddy,4,126675,76956-1,T. rex Breakout,2022,602
18518,fig-012587,1,Aloy,4,127171,76989-1,Horizon Forbidden West: Tallneck,2022,721
18519,fig-012487,1,"Owen Grady, Dark Bluish Gray Jacket Shirt",4,127472,76944-1,T. rex Dinosaur Breakout,2022,602
18520,fig-012488,1,Zia Rodriguez - Dark Bluish Grey Jacket,4,127472,76944-1,T. rex Dinosaur Breakout,2022,602
18521,fig-012489,1,Wildlife Guard,4,127472,76944-1,T. rex Dinosaur Breakout,2022,602
18522,fig-012491,1,"Rainn DeLaCourt - Dark Bluish Gray Jacket, Red Shirt",4,127477,76946-1,Blue & Beta Velociraptor Capture,2022,602
18523,fig-012492,1,"Maisie Lockwood - Adult, Olive Green Torso, Black Beanie",4,127477,76946-1,Blue & Beta Velociraptor Capture,2022,602
18524,fig-012485,1,"Owen Grady, Red Plaid Shirt",4,127479,76943-1,Pteranodon Chase,2022,602
18525,fig-012486,1,"Maisie Lockwood - Adult, Olive Green Torso",4,127479,76943-1,Pteranodon Chase,2022,602
18526,fig-012573,1,"Thor - Long Hair, Blue Suit",5,127906,76208-1,The Goat Boat,2022,696
18527,fig-012574,1,Gorr,3,127906,76208-1,The Goat Boat,2022,696
18528,fig-012575,1,Mighty Thor,5,127906,76208-1,The Goat Boat,2022,696
18529,fig-012576,1,Korg - Fur Collar,5,127906,76208-1,The Goat Boat,2022,696
18530,fig-012577,1,King Valkyrie,5,127906,76208-1,The Goat Boat,2022,696
18531,fig-012573,1,"Thor - Long Hair, Blue Suit",5,134185,76207-1,Attack on New Asgard,2022,696
18532,fig-012574,1,Gorr,3,134185,76207-1,Attack on New Asgard,2022,696
18533,fig-012575,1,Mighty Thor,5,134185,76207-1,Attack on New Asgard,2022,696
18534,fig-012367,1,Jane Goodall,4,128855,40530-1,Jane Goodall Tribute,2022,598
18535,fig-012395,1,"Batman, Dark Bluish Gray Suit, Black Cowl, Neck Bracket with Pin Holes",5,129795,212220-1,Batman,2022,697
18536,fig-012376,1,"Sam Speedster - White Torso, Black Legs, Red Helmet",5,130366,952203-1,Sam Speedster’s Motorcycle,2022,52
18537,fig-012413,1,Marty McFly - Red Jacket,4,130838,10300-1,Back to the Future Time Machine,2022,721
18538,fig-012414,1,Doc Brown - Yellow Suit,4,130838,10300-1,Back to the Future Time Machine,2022,721
18539,fig-012394,1,"LEGO House - Chef, Female, Dark Bluish Gray Legs",4,131377,40534-1,LEGO House Chef,2022,599
18540,fig-012396,1,Glutinous - 98313 Legs,21,131383,892287-1,Glutinous,2022,435
18541,fig-012532,1,Buzz Lightyear - Orange Space Suit,6,131957,76832-1,XL-15 Spaceship,2022,608
18542,fig-012533,1,Darby Steel,5,131957,76832-1,XL-15 Spaceship,2022,608
18543,fig-012534,1,Mo Morrison,5,131957,76832-1,XL-15 Spaceship,2022,608
18544,fig-012535,1,Buzz Lightyear - Star Command Suit,5,131958,76831-1,Zurg Battle,2022,608
18545,fig-012536,1,Izzy Hawthorne - Star Command Suit,4,131958,76831-1,Zurg Battle,2022,608
18546,fig-012561,1,"Buzz Lightyear - Star Command Suit, Hair",5,131959,76830-1,Zyclops Chase,2022,608
18547,fig-012562,1,"Izzy Hawthorne - Dark Tan Suit, Hair",5,131959,76830-1,Zyclops Chase,2022,608
18548,fig-012582,1,William - Space Suit,4,132375,41713-1,Olivia's Space Academy,2022,494
18549,fig-012583,1,Dr. Vidya,4,132375,41713-1,Olivia's Space Academy,2022,494
18550,fig-012584,1,Julian - Overall,4,132375,41713-1,Olivia's Space Academy,2022,494
18551,fig-012586,1,Olivia - Space Suit,4,132375,41713-1,Olivia's Space Academy,2022,494
18552,fig-012701,1,"Luna Lovegood, Tan Outfit",4,133108,76400-1,Hogwarts Carriage and Thestrals,2022,246
18553,fig-012702,1,"Harry Potter, Open Dark Blue Jacket over Gryffindor Sweater",4,133108,76400-1,Hogwarts Carriage and Thestrals,2022,246
18554,fig-012676,1,"Harry Potter, Open Dark Blue Jacket over White Shirt, Blue Legs",4,133109,76408-1,12 Grimmauld Place,2022,246
18555,fig-012677,1,"Nymphadora Tonks, Medium Lavender Hair",4,133109,76408-1,12 Grimmauld Place,2022,246
18556,fig-012678,1,Kingsley Shacklebolt,4,133109,76408-1,12 Grimmauld Place,2022,246
18557,fig-012679,1,Molly Weasley. Bright Light Orange Outfit,4,133109,76408-1,12 Grimmauld Place,2022,246
18558,fig-012680,1,Kreacher,3,133109,76408-1,12 Grimmauld Place,2022,246
18559,fig-012682,1,"George Weasley, Tan Shirt",4,133109,76408-1,12 Grimmauld Place,2022,246
18560,fig-012683,1,"Fred Weasley, Tan Shirt",4,133109,76408-1,12 Grimmauld Place,2022,246
18561,fig-012684,1,"Ron Weasley, Dark Tan Sweater with Green and Orange Stripes",4,133109,76408-1,12 Grimmauld Place,2022,246
18562,fig-012685,1,"Sirius Black, Olive Green Coat",4,133109,76408-1,12 Grimmauld Place,2022,246
18563,fig-012708,1,"Hermione Granger, Bright Pink Hoodie over Dark Pink Shirt, Medium Legs, Angry",4,133114,76401-1,Hogwarts Courtyard: Sirius’s Rescue,2022,246
18564,fig-012709,1,"Harry Potter, Dark Blue Jacket Dirty, Medium Legs, Open Mouth",4,133114,76401-1,Hogwarts Courtyard: Sirius’s Rescue,2022,246
18565,fig-012710,1,"Sirius Black, Light Bluish Gray Prison Outfit",4,133114,76401-1,Hogwarts Courtyard: Sirius’s Rescue,2022,246
18566,fig-012690,1,"Harry Potter, Tournament Uniform Black and Dark Red with Printed Arms, Medium Legs",4,133115,76406-1,Hungarian Horntail Dragon,2022,246
18567,fig-012448,1,Worker - Phil Corky,4,133144,952204-1,Phil Corky’s Dump Truck,2022,56
18568,fig-012449,1,Kai - EVO with Wraps,4,133163,112217-1,Kai vs. Boa Destructor,2022,435
18569,fig-012512,1,Boa Destructor - Shoulder Guard,4,133163,112217-1,Kai vs. Boa Destructor,2022,435
18570,fig-012510,1,"Kid - White Torso, Blue Legs, Dark Orange Hair",4,133445,40529-1,Children's Amusement Park,2022,598
18571,fig-012511,1,"Kid - Dark Blue Torso, Red Legs, Dark Blue Cap",4,133445,40529-1,Children's Amusement Park,2022,598
18572,fig-012463,1,"Clay Moorington with Tran-Orange Visor, Armor",6,133709,9788325327934-1,Nexo Knights: Cyfrowe starcie,2018,605
18573,fig-012471,1,"Princess, Lavender Top, Medium Azure Skirt, Magenta Hair, Sunglasses",5,133827,9788325330477-1,Disney Princess: Brokatowa Burza,2020,497
18574,fig-012479,1,Biggs Darklighter - Black Hair,4,133929,9788325332440-1,Star Wars: Gwiezdni Piloci,2019,497
18575,fig-012479,1,Biggs Darklighter - Black Hair,4,142850,9781780559018-1,Star Wars: Fun Time,2022,497
18576,fig-012484,1,Frax,10,133948,9788325317706-1,Legends of Chima: Atak łowców,2014,497
18577,fig-012504,1,"Alan Grant - Blue Shirt, Dark Brown Hat",4,140304,9788325339562-1,Jurassic World: Misje Alana Granta,2022,497
18578,fig-012526,1,Rowlf,3,134095,71033-1,Rowlf,2022,720
18579,fig-012525,1,Dr. Bunsen Honeydew,3,134096,71033-2,Dr. Bunsen Honeydew,2022,720
18580,fig-012524,1,Beaker,3,134098,71033-3,Beaker,2022,720
18581,fig-012523,1,Gonzo,3,134099,71033-4,The Great Gonzo,2022,720
