,fig_num,quantity,name_mfig,num_parts_mfig,id,set_num,name_set,year,theme_id
0,fig-001549,1,"Emma - Lavender Top, Magenta Skirt",4,3,3931-1,Emma's Splash Pool,2012,494
1,fig-000764,1,Danny Longlegs / Corporal Steel,4,4,6942-1,Zo Weevil,1999,134
2,fig-000764,1,Danny Longlegs / Corporal Steel,4,14589,6943-1,Zo Weevil,1999,134
3,fig-000555,1,Coca-Cola Defender 2,4,19,4444-1,Coca-Cola Defender 2,2002,462
4,fig-000574,1,Minnie Mouse with Dark Pink with White Spots Dress and Bow (CMF),5,25,71012-11,Minnie Mouse,2016,555
5,fig-000842,1,"Coast Guard, Blue Jacket with Zipper and ID Badge, Blue Cap, Blue Sunglasses",4,26,6435-1,Coast Guard HQ,1999,94
6,fig-008641,1,"Coast Guard, Woman, Blue Jacket with Zipper and ID Badge. Black Hair",4,26,6435-1,Coast Guard HQ,1999,94
7,fig-008642,1,"Coast Guard, Woman, Blue Jacket with Zipper and ID Badge. Blue Cap, Yellow Life Vest",5,26,6435-1,Coast Guard HQ,1999,94
8,fig-008643,1,"Coast Guard, Blue Jacket with Zipper and ID Badge. White Helmet with Visor, Headset",5,26,6435-1,Coast Guard HQ,1999,94
9,fig-008644,1,"Coast Guard Diver, Blue Jacket with Zipper and ID Badge. White Helmet with Mask, Blue Sunglasses",6,26,6435-1,Coast Guard HQ,1999,94
10,fig-008645,1,"Coast Guard, Blue Jacket with Red Tie and ID Badge, Black Hair, Moustache",4,26,6435-1,Coast Guard HQ,1999,94
11,fig-000842,1,"Coast Guard, Blue Jacket with Zipper and ID Badge, Blue Cap, Blue Sunglasses",4,13862,6437-1,Beach Buggy,1999,106
12,fig-000359,1,Johnny Thunder (Desert),4,27,3055-1,Adventurers Car,1998,297
13,fig-000359,1,Johnny Thunder (Desert),4,1785,5956-1,Expedition Balloon,1999,299
14,fig-000195,1,Harry Cane,5,1785,5956-1,Expedition Balloon,1999,299
15,fig-000631,1,Dr. Charles Lightning,4,1785,5956-1,Expedition Balloon,1999,299
16,fig-000622,1,Max Villano with Backpack,5,1785,5956-1,Expedition Balloon,1999,299
17,fig-000359,1,Johnny Thunder (Desert),4,2129,5978-1,Sphinx Secret Surprise,1998,297
18,fig-000631,1,Dr. Charles Lightning,4,2129,5978-1,Sphinx Secret Surprise,1998,297
19,fig-000464,1,Lord Sam Sinister,4,2129,5978-1,Sphinx Secret Surprise,1998,297
20,fig-000526,1,Pharaoh Hotep,4,2129,5978-1,Sphinx Secret Surprise,1998,297
21,fig-000629,1,Baron Von Barron,5,2129,5978-1,Sphinx Secret Surprise,1998,297
22,fig-002226,1,Miss Gail Storm with Red Legs,4,2129,5978-1,Sphinx Secret Surprise,1998,297
23,fig-002232,1,Skeleton with Mummy Headdress,7,2129,5978-1,Sphinx Secret Surprise,1998,297
24,fig-000359,1,Johnny Thunder (Desert),4,2493,5903-1,Johnny Thunder and Baby T,2000,298
25,fig-000359,1,Johnny Thunder (Desert),4,3899,1182-1,Adventurers Raft,1999,297
26,fig-000359,1,Johnny Thunder (Desert),4,4663,5986-1,Amazon Ancient Ruins,1999,299
27,fig-002229,2,Skeleton (Standard) (3626b Head),6,4663,5986-1,Amazon Ancient Ruins,1999,299
28,fig-002224,1,Dr. Charles Lightning with Backpack,5,4663,5986-1,Amazon Ancient Ruins,1999,299
29,fig-001119,1,Achu,5,4663,5986-1,Amazon Ancient Ruins,1999,299
30,fig-002225,1,Miss Gail Storm,4,4663,5986-1,Amazon Ancient Ruins,1999,299
31,fig-002251,1,Señor (Senor) Palomar,4,4663,5986-1,Amazon Ancient Ruins,1999,299
32,fig-002252,1,Gabarros,5,4663,5986-1,Amazon Ancient Ruins,1999,299
33,fig-000359,1,Johnny Thunder (Desert),4,5995,5938-1,Oasis Ambush,1998,297
34,fig-000464,1,Lord Sam Sinister,4,5995,5938-1,Oasis Ambush,1998,297
35,fig-002234,1,Skeleton with Yellow Mummy Headdress,7,5995,5938-1,Oasis Ambush,1998,297
36,fig-000359,1,Johnny Thunder (Desert),4,6597,5919-1,The Valley of the Kings,1998,297
37,fig-000629,1,Baron Von Barron,5,6597,5919-1,The Valley of the Kings,1998,297
38,fig-002235,1,Skeleton with Decorated Mummy Headdress,7,6597,5919-1,The Valley of the Kings,1998,297
39,fig-000359,1,Johnny Thunder (Desert),4,7014,1355-1,Temple of Gloom,2000,273
40,fig-000376,1,"Cameraman - Blue Legs, Blue Cap",4,7014,1355-1,Temple of Gloom,2000,273
41,fig-000359,1,Johnny Thunder (Desert),4,7429,1370-1,Raptor Attack Studio,2001,274
42,fig-000376,1,"Cameraman - Blue Legs, Blue Cap",4,7429,1370-1,Raptor Attack Studio,2001,274
43,fig-005979,1,"Actress - Pippin Read, Red Leg, Brown Backpack",5,7429,1370-1,Raptor Attack Studio,2001,274
44,fig-000359,1,Johnny Thunder (Desert),4,7854,5975-1,T-Rex Transport,2000,298
45,fig-000631,1,Dr. Charles Lightning,4,7854,5975-1,T-Rex Transport,2000,298
46,fig-000629,1,Baron Von Barron,5,7854,5975-1,T-Rex Transport,2000,298
47,fig-002227,1,Alexis Sanister,4,7854,5975-1,T-Rex Transport,2000,298
48,fig-000628,1,Mike,4,7854,5975-1,T-Rex Transport,2000,298
49,fig-000359,1,Johnny Thunder (Desert),4,11073,5934-1,Dino Explorer,2000,298
50,fig-000631,1,Dr. Charles Lightning,4,11073,5934-1,Dino Explorer,2000,298
51,fig-000359,1,Johnny Thunder (Desert),4,11461,5918-1,Scorpion Tracker,1998,297
52,fig-000359,1,Johnny Thunder (Desert),4,12792,3722-1,Treasure Tomb,1998,297
53,fig-000629,1,Baron Von Barron,5,12792,3722-1,Treasure Tomb,1998,297
54,fig-002235,1,Skeleton with Decorated Mummy Headdress,7,12792,3722-1,Treasure Tomb,1998,297
55,fig-000359,1,Johnny Thunder (Desert),4,14301,5958-1,Mummy's Tomb,1998,297
56,fig-000464,1,Lord Sam Sinister,4,14301,5958-1,Mummy's Tomb,1998,297
57,fig-000526,1,Pharaoh Hotep,4,14301,5958-1,Mummy's Tomb,1998,297
58,fig-002224,1,Dr. Charles Lightning with Backpack,5,14301,5958-1,Mummy's Tomb,1998,297
59,fig-000359,1,Johnny Thunder (Desert),4,14383,3020-1,Raft of Johnse,1998,297
60,fig-000359,1,Johnny Thunder (Desert),4,14634,5976-1,River Expedition,1999,299
61,fig-002229,1,Skeleton (Standard) (3626b Head),6,14634,5976-1,River Expedition,1999,299
62,fig-000631,1,Dr. Charles Lightning,4,14634,5976-1,River Expedition,1999,299
63,fig-000622,1,Max Villano with Backpack,5,14634,5976-1,River Expedition,1999,299
64,fig-001119,1,Achu,5,14634,5976-1,River Expedition,1999,299
65,fig-002251,1,Señor (Senor) Palomar,4,14634,5976-1,River Expedition,1999,299
66,fig-002252,1,Gabarros,5,14634,5976-1,River Expedition,1999,299
67,fig-000359,1,Johnny Thunder (Desert),4,14650,5987-1,Dino Research Compound,2000,298
68,fig-000631,1,Dr. Charles Lightning,4,14650,5987-1,Dino Research Compound,2000,298
69,fig-000629,1,Baron Von Barron,5,14650,5987-1,Dino Research Compound,2000,298
70,fig-000628,1,Mike,4,14650,5987-1,Dino Research Compound,2000,298
71,fig-002225,1,Miss Gail Storm,4,14650,5987-1,Dino Research Compound,2000,298
72,fig-000369,1,Mr. Cunningham,4,14650,5987-1,Dino Research Compound,2000,298
73,fig-000359,1,Johnny Thunder (Desert),4,14910,1278-1,Johnny Thunder and Baby T,2000,298
74,fig-000359,1,Johnny Thunder (Desert),4,16197,5911-1,Johnny Thunder's Plane,2000,298
75,fig-000359,1,Johnny Thunder (Desert),4,94267,4212666-1,Adventurers Photo Frame,2003,501
76,fig-000787,1,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Black Hat, Gold Tooth",4,28,7899-1,Police Boat,2006,61
77,fig-000817,1,"Policeman, Black Jacket with Radio and Badge, White Helmet with Visor, Sunglasses",5,28,7899-1,Police Boat,2006,61
78,fig-006715,1,"Policeman, Black Suit with Badge, White Hat, Life Vest, Glasses",5,28,7899-1,Police Boat,2006,61
79,fig-000787,1,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Black Hat, Gold Tooth",4,1198,7744-1,Police Headquarters,2008,61
80,fig-007788,1,"Policeman, Black Jacket with Pocket and Badge, White Hat, Open Mouth",4,1198,7744-1,Police Headquarters,2008,61
81,fig-007803,1,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Black Hat",4,1198,7744-1,Police Headquarters,2008,61
82,fig-007804,1,"Policeman, Black Suit with Badge, White Hat, Stubble",4,1198,7744-1,Police Headquarters,2008,61
83,fig-007805,1,"Policeman, Black Suit with Badge, White Hat, Beard and Glasses",4,1198,7744-1,Police Headquarters,2008,61
84,fig-007806,1,"Policeman, Black Suit with Badge, Reddish Brown Hair",4,1198,7744-1,Police Headquarters,2008,61
85,fig-007807,1,"Policeman, Black Jacket with Zipper, Radio, and Badge, White Helmet and Visor, Orange Sunglasses",5,1198,7744-1,Police Headquarters,2008,61
86,fig-000787,1,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Black Hat, Gold Tooth",4,1453,1405356235-1,City: Brickmaster,2011,497
87,fig-006713,1,"Policeman, Black Jacket with Zipper, Radio, Badge, and 'POLICE' on Back, White Cap (3626c Head)",4,1453,1405356235-1,City: Brickmaster,2011,497
88,fig-000787,1,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Black Hat, Gold Tooth",4,1594,7245-1,"Prisoner Transport, Black Logo",2005,61
89,fig-000052,1,"Policeman, Black Suit with Badge, White Hat, Scowl",4,1594,7245-1,"Prisoner Transport, Black Logo",2005,61
90,fig-000787,1,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Black Hat, Gold Tooth",4,7035,7743-1,Police Command Center,2008,61
91,fig-000817,1,"Policeman, Black Jacket with Radio and Badge, White Helmet with Visor, Sunglasses",5,7035,7743-1,Police Command Center,2008,61
92,fig-006716,1,"Policeman, Black Suit with Badge, White Hat, Sunglasses, Stubble",4,7035,7743-1,Police Command Center,2008,61
93,fig-006717,1,"Policeman, Black Suit with Badge, White Hat, Cheek Lines, Brown Eyebrows",4,7035,7743-1,Police Command Center,2008,61
94,fig-000787,1,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Black Hat, Gold Tooth",4,20014,7743-1,Police Command Center,2008,61
95,fig-000817,1,"Policeman, Black Jacket with Radio and Badge, White Helmet with Visor, Sunglasses",5,20014,7743-1,Police Command Center,2008,61
96,fig-006716,1,"Policeman, Black Suit with Badge, White Hat, Sunglasses, Stubble",4,20014,7743-1,Police Command Center,2008,61
97,fig-006717,1,"Policeman, Black Suit with Badge, White Hat, Cheek Lines, Brown Eyebrows",4,20014,7743-1,Police Command Center,2008,61
98,fig-000787,1,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Black Hat, Gold Tooth",4,7363,7324-1,City Advent Calendar 2005,2005,208
99,fig-000248,1,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Red Hard Hat, Moustache and Stubble",4,7363,7324-1,City Advent Calendar 2005,2005,208
100,fig-000052,1,"Policeman, Black Suit with Badge, White Hat, Scowl",4,7363,7324-1,City Advent Calendar 2005,2005,208
101,fig-000786,1,"Fireman, Black Fire Jacket, White Helmet, Silver Sunglasses",4,7363,7324-1,City Advent Calendar 2005,2005,208
102,fig-000224,1,"Chef, Red Neckerchief, White Legs, Moustache",4,7363,7324-1,City Advent Calendar 2005,2005,208
103,fig-000784,1,"Man, White Tank Top with Windsurfer, Blue Legs, Red Cap",4,7363,7324-1,City Advent Calendar 2005,2005,208
104,fig-000785,1,"Mechanic, Blue Jumpsuit with Octan Logo, Red Cap",4,7363,7324-1,City Advent Calendar 2005,2005,208
105,fig-000853,1,"Train Worker, Orange Safety Vest with Train Logo, Dark Bluish Gray Legs, Black Hat, Glasses",4,7363,7324-1,City Advent Calendar 2005,2005,208
106,fig-006838,1,"Santa, Plain Red, Dark Bluish Gray Legs",5,7363,7324-1,City Advent Calendar 2005,2005,208
107,fig-000787,1,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Black Hat, Gold Tooth",4,9599,7724-1,City Advent Calendar 2008,2008,208
108,fig-007687,1,"Chef, Red Neckerchief, White Legs, Smile, Reddish Brown Eyebrows",4,9599,7724-1,City Advent Calendar 2008,2008,208
109,fig-000527,1,"Fireman with Reflective Stripes and Radio, White Fire Helmet, and Beard Stubble",4,9599,7724-1,City Advent Calendar 2008,2008,208
110,fig-007682,1,"Train Worker, Orange Safety Vest with Train Logo, Orange Legs, Red Hard Hat, Glasses and Beard",4,9599,7724-1,City Advent Calendar 2008,2008,208
111,fig-007683,1,"Woman, Blue and White Striped Overalls, Black Hair",4,9599,7724-1,City Advent Calendar 2008,2008,208
112,fig-007684,1,"Man, Red Shirt with Dark Blue Arms, Dark Bluish Gray Hat, Orange Sunglasses",5,9599,7724-1,City Advent Calendar 2008,2008,208
113,fig-007685,1,"Policeman, Black Jacket with Pocket and Badge, Black Cap",4,9599,7724-1,City Advent Calendar 2008,2008,208
114,fig-007686,1,"Coast Guard Diver, Yellow Jacket with Zipper, Radio, and Badge, Blue Helmet with Mask",5,9599,7724-1,City Advent Calendar 2008,2008,208
115,fig-007688,1,"Woman, White Tank Top with Windsurfer, Blue Legs, Black Ponytail",4,9599,7724-1,City Advent Calendar 2008,2008,208
116,fig-007689,1,"Man, Tan Shirt with Pockets, Reddish Brown Legs, Black Hair",4,9599,7724-1,City Advent Calendar 2008,2008,208
117,fig-000787,1,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Black Hat, Gold Tooth",4,12323,4436-1,Patrol Car,2012,61
118,fig-006714,1,"Forest Police / Ranger, Dark Tan Shirt with Radio and Badge, Dark Blue Legs, Tan Campaign Hat, Silver Sunglasses",4,12323,4436-1,Patrol Car,2012,61
119,fig-000787,1,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Black Hat, Gold Tooth",4,27378,4436-1,Patrol Car,2012,61
120,fig-006714,1,"Forest Police / Ranger, Dark Tan Shirt with Radio and Badge, Dark Blue Legs, Tan Campaign Hat, Silver Sunglasses",4,27378,4436-1,Patrol Car,2012,61
121,fig-000787,2,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Black Hat, Gold Tooth",4,13128,7237-2,Police Station [No Lighted Figure],2006,61
122,fig-000198,2,"Policeman, Black Jacket with Zipper, Radio, and Badge, White Helmet and Visor, Sunglasses",5,13128,7237-2,Police Station [No Lighted Figure],2006,61
123,fig-000185,1,"Policeman, Black Jacket with Pocket and Badge, White Hat, Smile",4,13128,7237-2,Police Station [No Lighted Figure],2006,61
124,fig-007801,1,"Policeman, Black Suit with Badge, White Hat, Gray Beard",4,13128,7237-2,Police Station [No Lighted Figure],2006,61
125,fig-007802,1,"Policeman, Black Suit with Badge, White Helmet with Visor",5,13128,7237-2,Police Station [No Lighted Figure],2006,61
126,fig-000787,2,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Black Hat, Gold Tooth",4,37049,7237-2,Police Station [No Lighted Figure],2006,61
127,fig-000198,2,"Policeman, Black Jacket with Zipper, Radio, and Badge, White Helmet and Visor, Sunglasses",5,37049,7237-2,Police Station [No Lighted Figure],2006,61
128,fig-000185,1,"Policeman, Black Jacket with Pocket and Badge, White Hat, Smile",4,37049,7237-2,Police Station [No Lighted Figure],2006,61
129,fig-007801,1,"Policeman, Black Suit with Badge, White Hat, Gray Beard",4,37049,7237-2,Police Station [No Lighted Figure],2006,61
130,fig-007802,1,"Policeman, Black Suit with Badge, White Helmet with Visor",5,37049,7237-2,Police Station [No Lighted Figure],2006,61
131,fig-000787,1,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Black Hat, Gold Tooth",4,13363,7237-1,Police Station [Lighted Figure],2005,61
132,fig-000198,1,"Policeman, Black Jacket with Zipper, Radio, and Badge, White Helmet and Visor, Sunglasses",5,13363,7237-1,Police Station [Lighted Figure],2005,61
133,fig-007801,1,"Policeman, Black Suit with Badge, White Hat, Gray Beard",4,13363,7237-1,Police Station [Lighted Figure],2005,61
134,fig-007802,1,"Policeman, Black Suit with Badge, White Helmet with Visor",5,13363,7237-1,Police Station [Lighted Figure],2005,61
135,fig-001107,1,"Policeman, Light Up Flashlight [Complete Assembly]",1,13363,7237-1,Police Station [Lighted Figure],2005,61
136,fig-000787,1,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Black Hat, Gold Tooth",4,15362,7245-2,Prisoner Transport - Blue Sticker Version,2008,61
137,fig-000052,1,"Policeman, Black Suit with Badge, White Hat, Scowl",4,15362,7245-2,Prisoner Transport - Blue Sticker Version,2008,61
138,fig-000787,1,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Black Hat, Gold Tooth",4,29482,7245-2,Prisoner Transport - Blue Sticker Version,2008,61
139,fig-000052,1,"Policeman, Black Suit with Badge, White Hat, Scowl",4,29482,7245-2,Prisoner Transport - Blue Sticker Version,2008,61
140,fig-000817,1,"Policeman, Black Jacket with Radio and Badge, White Helmet with Visor, Sunglasses",5,5067,7741-1,Police Helicopter,2008,61
141,fig-000817,1,"Policeman, Black Jacket with Radio and Badge, White Helmet with Visor, Sunglasses",5,40723,7741-1,Police Helicopter,2008,61
142,fig-000817,1,"Policeman, Black Jacket with Radio and Badge, White Helmet with Visor, Sunglasses",5,10501,5625-1,Police 4 x 4,2008,61
143,fig-006797,1,"Girl, White Hoodie, Short Dark Blue Legs",4,30,40107-1,Winter Skating Scene,2014,228
144,fig-006798,1,"Man, Bright Green Jacket, Blue Legs",4,30,40107-1,Winter Skating Scene,2014,228
145,fig-008216,1,"Woman, Blue Torso, Light Gray Legs, Black Hair",4,33,6356-1,Med-Star Rescue Plane,1988,67
146,fig-008217,1,"Doctor, White Jacket with Red Cross, Red Legs, Black Hair",4,33,6356-1,Med-Star Rescue Plane,1988,67
147,fig-008218,1,"Pilot, Black Suit with Tie and Airplane Badge, Black Hat (3626a Head)",4,33,6356-1,Med-Star Rescue Plane,1988,67
148,fig-008218,1,"Pilot, Black Suit with Tie and Airplane Badge, Black Hat (3626a Head)",4,1340,6375-1,Trans Air Carrier,1990,67
149,fig-008488,1,"Man, White Shirt with Airplane, Blue Legs, Blue Cap",4,1340,6375-1,Trans Air Carrier,1990,67
150,fig-008218,1,"Pilot, Black Suit with Tie and Airplane Badge, Black Hat (3626a Head)",4,130430,6375-1,Trans Air Carrier,1990,67
151,fig-008488,1,"Man, White Shirt with Airplane, Blue Legs, Blue Cap",4,130430,6375-1,Trans Air Carrier,1990,67
152,fig-008218,1,"Pilot, Black Suit with Tie and Airplane Badge, Black Hat (3626a Head)",4,2148,6392-1,Airport,1985,67
153,fig-000225,1,"Policeman, Black Suit with Pocket and Badge, White Hat (3626a Head)",4,2148,6392-1,Airport,1985,67
154,fig-008298,1,"Woman, Blue and White Stripe Shirt, Blue Legs, Black Hair",4,2148,6392-1,Airport,1985,67
155,fig-009006,1,"Man, White Shirt with Airplane, White Legs, Red Cap",4,2148,6392-1,Airport,1985,67
156,fig-009032,1,"Woman, White Shirt with Airplane, Red Legs, Black Hair",4,2148,6392-1,Airport,1985,67
157,fig-009033,1,"Man, White Shirt with Airplane, White Legs, Black Hair",4,2148,6392-1,Airport,1985,67
158,fig-009034,1,"Man, Blue Jacket with Zipper, Blue Legs, Red Helmet",4,2148,6392-1,Airport,1985,67
159,fig-009035,1,"Man, Blue Jacket with Tie and Three Buttons, Black Legs, Black Hair (3626a Head)",4,2148,6392-1,Airport,1985,67
160,fig-008218,1,"Pilot, Black Suit with Tie and Airplane Badge, Black Hat (3626a Head)",4,130491,6392-1,Airport,1985,67
161,fig-000225,1,"Policeman, Black Suit with Pocket and Badge, White Hat (3626a Head)",4,130491,6392-1,Airport,1985,67
162,fig-008298,1,"Woman, Blue and White Stripe Shirt, Blue Legs, Black Hair",4,130491,6392-1,Airport,1985,67
163,fig-009006,1,"Man, White Shirt with Airplane, White Legs, Red Cap",4,130491,6392-1,Airport,1985,67
164,fig-009032,1,"Woman, White Shirt with Airplane, Red Legs, Black Hair",4,130491,6392-1,Airport,1985,67
165,fig-009033,1,"Man, White Shirt with Airplane, White Legs, Black Hair",4,130491,6392-1,Airport,1985,67
166,fig-009034,1,"Man, Blue Jacket with Zipper, Blue Legs, Red Helmet",4,130491,6392-1,Airport,1985,67
167,fig-009035,1,"Man, Blue Jacket with Tie and Three Buttons, Black Legs, Black Hair (3626a Head)",4,130491,6392-1,Airport,1985,67
168,fig-008218,1,"Pilot, Black Suit with Tie and Airplane Badge, Black Hat (3626a Head)",4,5519,1973-1,Emirates Airliner,1989,67
169,fig-008297,1,"Man, Blue Jacket with Tie and Three Buttons, Light Gray Legs, Black Hair",4,5519,1973-1,Emirates Airliner,1989,67
170,fig-008218,1,"Pilot, Black Suit with Tie and Airplane Badge, Black Hat (3626a Head)",4,12891,6396-1,International Jetport,1990,67
171,fig-000405,1,"Racer, Blue Jacket with Zipper, Blue Helmet with Visor",5,12891,6396-1,International Jetport,1990,67
172,fig-008297,1,"Man, Blue Jacket with Tie and Three Buttons, Light Gray Legs, Black Hair",4,12891,6396-1,International Jetport,1990,67
173,fig-008488,2,"Man, White Shirt with Airplane, Blue Legs, Blue Cap",4,12891,6396-1,International Jetport,1990,67
174,fig-008489,1,"Policeman, Black Suit with Badge, Black Hat",4,12891,6396-1,International Jetport,1990,67
175,fig-008491,1,"Woman, White Top with Red Necklace, Blue Legs, Brown Hair",4,12891,6396-1,International Jetport,1990,67
176,fig-008490,1,"Man, White Shirt with Airplane, Blue Legs, Black Hair",4,12891,6396-1,International Jetport,1990,67
177,fig-008218,1,"Pilot, Black Suit with Tie and Airplane Badge, Black Hat (3626a Head)",4,13664,6368-1,Jet Airliner,1985,67
178,fig-009037,1,"Man, Black Vest over Blue Shirt, Light Gray Legs, Black Hair",4,13664,6368-1,Jet Airliner,1985,67
179,fig-008218,1,"Pilot, Black Suit with Tie and Airplane Badge, Black Hat (3626a Head)",4,16118,1774-1,Aircraft,1992,67
180,fig-008297,1,"Man, Blue Jacket with Tie and Three Buttons, Light Gray Legs, Black Hair",4,16118,1774-1,Aircraft,1992,67
181,fig-008218,1,"Pilot, Black Suit with Tie and Airplane Badge, Black Hat (3626a Head)",4,43779,6399-1,Airport Shuttle,1990,67
182,fig-001010,1,"Man - Blue Jacket, Blue Legs, Red Hat",4,43779,6399-1,Airport Shuttle,1990,67
183,fig-008488,1,"Man, White Shirt with Airplane, Blue Legs, Blue Cap",4,43779,6399-1,Airport Shuttle,1990,67
184,fig-009026,1,"Man, White and Red Striped Shirt, White Legs, Black Hair",4,43779,6399-1,Airport Shuttle,1990,67
185,fig-009027,1,"Woman, White Top with Red Necklace, Blue Legs, Red Hair",4,43779,6399-1,Airport Shuttle,1990,67
186,fig-009028,1,"Woman, White Top with Large Red Stripe and 2 Blue Stripes, Red Legs, Red Hair",4,43779,6399-1,Airport Shuttle,1990,67
187,fig-009029,1,"Man, White Vest with Truck, White Legs, Red Cap",4,43779,6399-1,Airport Shuttle,1990,67
188,fig-009030,1,"Chef, Black Jacket over Red Shirt, Light Gray Legs",4,43779,6399-1,Airport Shuttle,1990,67
189,fig-009031,1,"Woman, Red Riding Jacket, Black Legs, Black Hair",4,43779,6399-1,Airport Shuttle,1990,67
190,fig-001539,1,The Mime (CMF),4,34,71017-20,The Mime,2017,609
191,fig-001079,1,I Brick Paris Man,4,42,850760-1,I Love Paris Magnet [Male],2013,501
192,fig-000720,1,"Man, Blue Overalls, Blue Cap - 3626a Head",4,52,6378-1,Shell Service Station,1986,67
193,fig-008819,1,"Woman, White Torso with Shell Logo, Blue Legs, Black Hair",4,52,6378-1,Shell Service Station,1986,67
194,fig-000720,1,"Man, Blue Overalls, Blue Cap - 3626a Head",4,4055,6301-1,Town Mini-Figures,1986,67
195,fig-000225,1,"Policeman, Black Suit with Pocket and Badge, White Hat (3626a Head)",4,4055,6301-1,Town Mini-Figures,1986,67
196,fig-000208,1,"Fireman, Classic, Black Fire Jacket with Red Belt and Buttons, White Helmet  (3626a Head)",4,4055,6301-1,Town Mini-Figures,1986,67
197,fig-008484,1,"Doctor, Woman, White Jacket with Red Cross and Stethoscope, Black Hair (3626a Head)",4,4055,6301-1,Town Mini-Figures,1986,67
198,fig-008485,1,"Woman, Red and White Striped Shirt, Red Legs, Brown Hair (3626a Head)",4,4055,6301-1,Town Mini-Figures,1986,67
199,fig-008486,1,"Postal Worker, Red Shirt with Horn Logo, Black Legs, Black Hair",4,4055,6301-1,Town Mini-Figures,1986,67
200,fig-000720,1,"Man, Blue Overalls, Blue Cap - 3626a Head",4,4270,6655-1,Auto & Tire Repair,1984,67
201,fig-000720,1,"Man, Blue Overalls, Blue Cap - 3626a Head",4,5411,1063-1,Community Workers,1985,533
202,fig-001134,1,"Policeman, Black Jacket with Zipper and Badge, White Helmet (3842b Helmet)",4,5411,1063-1,Community Workers,1985,533
203,fig-005110,1,"Chef - White Torso, Light Gray Legs (3626b Head)",4,5411,1063-1,Community Workers,1985,533
204,fig-000208,1,"Fireman, Classic, Black Fire Jacket with Red Belt and Buttons, White Helmet  (3626a Head)",4,5411,1063-1,Community Workers,1985,533
205,fig-008894,1,"Postal Worker, Red Shirt with Horn Logo, Red Legs, Black Hat",4,5411,1063-1,Community Workers,1985,533
206,fig-000717,1,"Doctor, Woman, White Jacket with Red Cross, Black Hair",4,5411,1063-1,Community Workers,1985,533
207,fig-000811,1,"Policeman with Zipper Jacket, White Hat",4,5411,1063-1,Community Workers,1985,533
208,fig-008220,1,"Doctor, White Jacket with Red Cross, White Legs, Brown Hair",4,5411,1063-1,Community Workers,1985,533
209,fig-008885,1,"Man, Blue Jacket with Highway Logo, Black Legs, Red Hard Hat",4,5411,1063-1,Community Workers,1985,533
210,fig-008886,1,"Man, Blue Jacket with Highway Logo, Light Gray Legs, Black Hat",4,5411,1063-1,Community Workers,1985,533
211,fig-008887,1,"Woman, Red and White Striped Shirt, Blue Legs, Red Hair",4,5411,1063-1,Community Workers,1985,533
212,fig-008888,1,"Woman, Red and White Striped Shirt, Red Legs, Black Hair",4,5411,1063-1,Community Workers,1985,533
213,fig-008889,1,"Woman, Red Jacket with Zipper and Pockets, Black Legs, Black Hair",4,5411,1063-1,Community Workers,1985,533
214,fig-008890,1,"Man, Red Jacket with Zipper and Pockets, White Legs, Blue Cap",4,5411,1063-1,Community Workers,1985,533
215,fig-008891,1,"Man, White Jacket with Zipper, Blue Legs, Blue Helmet",4,5411,1063-1,Community Workers,1985,533
216,fig-008892,1,"Man, White Jacket with Zipper, White Legs, Blue Helmet",4,5411,1063-1,Community Workers,1985,533
217,fig-008893,1,"Woman, Blue Overalls, Red Hair",4,5411,1063-1,Community Workers,1985,533
218,fig-008895,1,"Woman, Black Vest over Blue Top, Red Legs, Red Hair",4,5411,1063-1,Community Workers,1985,533
219,fig-008896,1,"Woman, Black Vest over Blue Top, White Legs, Brown Hair",4,5411,1063-1,Community Workers,1985,533
220,fig-008897,1,"Man, Black Jacket over Red Shirt, Light Gray Legs, Red Hard Hat",4,5411,1063-1,Community Workers,1985,533
221,fig-008898,1,"Man, Blue Jacket with Tie and Three Buttons, Light Gray Legs, Brown Hair",4,5411,1063-1,Community Workers,1985,533
222,fig-008899,1,"Man, Blue Jacket with Tie and Three Buttons, White Legs, White Hat",4,5411,1063-1,Community Workers,1985,533
223,fig-008900,1,"Woman, White Top with Large Red Stripe and 2 Blue Stripes, Blue Legs, Black Hair",4,5411,1063-1,Community Workers,1985,533
