,year,theme,count
2469,1957,Train,0
2470,1957,Trains,0
2471,1957,Trolls: World Tour,0
2472,1957,UCS,0
2473,1957,UFO,0
2474,1957,Ultimate Collector Series,0
2475,1957,Ultra Agents,0
2476,1957,Unikitty!,0
2477,1957,Unitron,0
2478,1957,Universal Building Set,0
2479,1957,Universe,0
2480,1957,VIDIYO,0
2481,1957,Valentine,0
2482,1957,Value Packs,0
2483,1957,Vehicle,0
2484,1957,Vikings,0
2485,1957,Villains,0
2486,1957,WeDo,0
2487,1957,Western,0
2488,1957,Williams F1,0
2489,1957,Winnie the Pooh,0
2490,1957,Wolfpack,0
2491,1957,World City,0
2492,1957,World Racers,0
2493,1957,X-Men,0
2494,1957,X-Pod,0
2495,1957,Xtra,0
2496,1957,Znap,0
2497,1957,Zooters,0
2498,1957,eLAB,0
2499,1958,12V,0
2500,1958,4 Juniors,0
2501,1958,4.5V,0
2502,1958,9V,0
2503,1958,Action Wheelers,0
2504,1958,Advent,0
2505,1958,Adventurers,0
2506,1958,Agents,0
2507,1958,Airport,0
2508,1958,Alien Conquest,0
2509,1958,Alpha Team,0
2510,1958,Angry Birds,0
2511,1958,Aquanauts,0
2512,1958,Aquaraiders I,0
2513,1958,Aquaraiders II,0
2514,1958,Aquasharks,0
2515,1958,Aquazone,0
2516,1958,Architecture,0
2517,1958,Arctic,0
2518,1958,Atlantis,0
2519,1958,Avatar,0
2520,1958,Avatar: The Last Airbender,0
2521,1958,Avengers,0
2522,1958,Basic,0
2523,1958,Basic Model,0
2524,1958,Basic Set,1
2525,1958,Basketball,0
2526,1958,Batman,0
2527,1958,Belville,0
2528,1958,Ben 10,0
2529,1958,Bionicle,0
2530,1958,Black Falcons,0
2531,1958,Black Knights,0
2532,1958,Blacktron I,0
2533,1958,Blacktron II,0
2534,1958,Boat,0
2535,1958,Bob the Builder,0
2536,1958,Books,0
2537,1958,Brick Sketches,0
2538,1958,BrickLink Designer Program,0
2539,1958,Brickheadz,0
2540,1958,Bricktober,0
2541,1958,Building,0
2542,1958,Building Set with People,0
2543,1958,Bulk Bricks,0
2544,1958,Cargo,0
2545,1958,Cars,0
2546,1958,Castle,0
2547,1958,Chinese Traditional Festivals,0
2548,1958,Christmas,0
2549,1958,Cities of Wonders,0
2550,1958,City,0
2551,1958,City Center,0
2552,1958,Classic,0
2553,1958,Classic Basic,0
2554,1958,Classic Castle,0
2555,1958,Classic Space,0
2556,1958,Classic Town,0
2557,1958,Clikits,0
2558,1958,Coast Guard,0
2559,1958,Collectible Minifigures,0
2560,1958,Competition,0
2561,1958,Constraction,0
2562,1958,Construction,0
2563,1958,Control Lab,0
2564,1958,Creator,0
2565,1958,Creator 3-in-1,0
2566,1958,Creator Expert,0
2567,1958,Crusaders,0
2568,1958,DC Comics,0
2569,1958,DC Comics Super Heroes,0
2570,1958,DC Super Hero Girls,0
2571,1958,DC Super Heroes,0
2572,1958,DFB Minifigures,0
2573,1958,DOTS,0
2574,1958,Dark Forest,0
2575,1958,Desert,0
2576,1958,Designer Sets,0
2577,1958,Dimensions,0
2578,1958,Dino,0
2579,1958,Dino 2010,0
2580,1958,Dino Attack,0
2581,1958,Dino Island,0
2582,1958,Dinosaurs,0
2583,1958,Discovery,0
2584,1958,Disney,0
2585,1958,Disney Planes,0
2586,1958,Disney Princess,0
2587,1958,Disney Series 1,0
2588,1958,Disney Series 2,0
2589,1958,Disney's Mickey Mouse,0
2590,1958,Divers,0
2591,1958,Doc McStuffins,0
2592,1958,Dolls,0
2593,1958,Dora the Explorer,0
2594,1958,Duplo,0
2595,1958,Duplo and Explore,0
2596,1958,EV3,0
2597,1958,Early Creator,0
2598,1958,Easter,0
2599,1958,Educational and Dacta,0
2600,1958,Elves,0
2601,1958,Exo-Force,0
2602,1958,Expert Builder,0
2603,1958,Exploriens,0
2604,1958,Extreme Team,0
2605,1958,FIRST LEGO League,0
2606,1958,Fabuland,0
2607,1958,Factory,0
2608,1958,Fantastic Beasts,0
2609,1958,Fantasy Era,0
2610,1958,Farm,0
2611,1958,Ferrari,0
2612,1958,Ferries,0
2613,1958,Fire,0
2614,1958,Forestmen,0
2615,1958,Forma,0
2616,1958,Freestyle,0
2617,1958,Friends,0
2618,1958,Fright Knights,0
2619,1958,Frozen,0
2620,1958,Fusion,0
2621,1958,Futuron,0
2622,1958,Galaxy Squad,0
2623,1958,Galidor,0
2624,1958,Games,0
2625,1958,Gas Station,0
2626,1958,Gear,0
2627,1958,Gears,0
2628,1958,Ghostbusters,0
2629,1958,Gravity Games,0
2630,1958,Guardians of the Galaxy,0
2631,1958,HO 1:87 Vehicles,3
2632,1958,Halloween,0
2633,1958,Harbor,0
2634,1958,Harry Potter,0
2635,1958,Harry Potter and Fantastic Beasts Series 1,0
2636,1958,Harry Potter and Fantastic Beasts Series 2,0
2637,1958,Hero Factory,0
2638,1958,Heroes,0
2639,1958,Hidden Side,0
2640,1958,Hobby Sets,0
2641,1958,Hockey,0
2642,1958,Homemaker,0
2643,1958,Hospital,0
2644,1958,Hydronauts,0
2645,1958,Ice Planet 2002,0
2646,1958,Icons,0
2647,1958,Indiana Jones,0
2648,1958,Insectoids,0
2649,1958,Inventor,0
2650,1958,Iron Man,0
2651,1958,Island Xtreme Stunts,0
2652,1958,Jack Stone,0
2653,1958,Jake and the Never Land Pirates,0
2654,1958,Jumbo Bricks,0
2655,1958,Jungle,0
2656,1958,Juniors,0
2657,1958,Jurassic Park III,0
2658,1958,Jurassic World,0
2659,1958,Jurassic World: Fallen Kingdom,0
2660,1958,Justice League,0
2661,1958,Key Chain,0
2662,1958,Kingdoms,0
2663,1958,Knights Kingdom I,0
2664,1958,Knights Kingdom II,0
2665,1958,LEGO Art,0
2666,1958,LEGO Brand Store,0
2667,1958,LEGO Exclusive,0
2668,1958,LEGO Ideas and CUUSOO,0
2669,1958,LEGO Originals,0
2670,1958,Launch Command,0
2671,1958,Learning,0
2672,1958,Legends of Chima,0
2673,1958,Legoland,0
2674,1958,Legoland Parks,0
2675,1958,Legoville,0
2676,1958,Life On Mars,0
2677,1958,Lion Knights,0
2678,1958,Little Forest Friends,0
2679,1958,Little Robots,0
2680,1958,Looney Tunes,0
2681,1958,M:Tron,0
2682,1958,Mars Exploration,0
2683,1958,Mars Mission,0
2684,1958,Marvel,0
2685,1958,Marvel Super Heroes,0
2686,1958,Master Builder Academy,0
2687,1958,Miles From Tomorrowland,0
2688,1958,Mindstorms,0
2689,1958,Minecraft,0
2690,1958,Mini,0
2691,1958,Minions,0
2692,1958,Minitalia,0
2693,1958,Mission Deep Freeze,0
2694,1958,Mission Deep Sea,0
2695,1958,Mixels,0
2696,1958,Model Team,0
2697,1958,Modular Buildings,0
2698,1958,Modulex,0
2699,1958,Monkie Kid,0
2700,1958,Monster Fighters,0
2701,1958,Monthly Mini Model Build,0
2702,1958,Mosaic,0
2703,1958,My Town,0
2704,1958,NXT,0
2705,1958,Nexo Knights,0
2706,1958,Ninja,0
2707,1958,Ninjago,0
2708,1958,Ninjago The Movie,0
2709,1958,Off-Road,0
2710,1958,Orient Expedition,0
2711,1958,Other,6
2712,1958,Outback,0
2713,1958,Overwatch,0
2714,1958,Paradisa,0
2715,1958,Pharaoh's Quest,0
2716,1958,Pick A Model,0
2717,1958,Pirates,0
2718,1958,Pirates I,0
2719,1958,Pirates II,0
2720,1958,Pirates III,0
2721,1958,Pirates of the Caribbean,0
2722,1958,Playhouse,0
2723,1958,Playsets,0
2724,1958,Police,0
2725,1958,Power Functions,0
2726,1958,Power Miners,0
2727,1958,Powered Up,0
2728,1958,Primo,0
2729,1958,Prince of Persia,0
2730,1958,Princess Castle,0
2731,1958,Promotional,0
2732,1958,Protectors,0
2733,1958,Quatro,0
2734,1958,RCX,0
2735,1958,Race,0
2736,1958,Racers,0
2737,1958,Rattles,0
2738,1958,Res-Q,0
2739,1958,RoboForce,0
2740,1958,RoboRiders,0
2741,1958,Rock Raiders,0
2742,1958,Royal Knights,0
2743,1958,Samsonite,0
2744,1958,Scala,0
2745,1958,Scooby-Doo,0
2746,1958,Sculptures,0
2747,1958,Seasonal,0
2748,1958,Series 1 Minifigures,0
2749,1958,Series 10 Minifigures,0
2750,1958,Series 11 Minifigures,0
2751,1958,Series 12 Minifigures,0
2752,1958,Series 13 Minifigures,0
2753,1958,Series 14 Minifigures,0
2754,1958,Series 15 Minifigures,0
2755,1958,Series 16 Minifigures,0
2756,1958,Series 17 Minifigures,0
2757,1958,Series 18 Minifigures,0
2758,1958,Series 19 Minifigures,0
2759,1958,Series 2 Minifigures,0
2760,1958,Series 20 Minifigures,0
2761,1958,Series 21 Minifigures,0
2762,1958,Series 22 Minifigures,0
2763,1958,Series 23 Minifigures,0
2764,1958,Series 3 Minifigures,0
2765,1958,Series 4 Minifigures,0
2766,1958,Series 5 Minifigures,0
2767,1958,Series 6 Minifigures,0
2768,1958,Series 7 Minifigures,0
2769,1958,Series 8 Minifigures,0
2770,1958,Series 9 Minifigures,0
2771,1958,Service Packs,0
2772,1958,Skylines,0
2773,1958,Soccer,0
2774,1958,Sofia the First,0
2775,1958,Soft Bricks,0
2776,1958,Space,0
2777,1958,Space Police I,0
2778,1958,Space Police II,0
2779,1958,Space Police III,0
2780,1958,Space Port,0
2781,1958,Speed Champions,0
2782,1958,Speed Racer,0
2783,1958,Speed Slammers,0
2784,1958,Speedorz,0
2785,1958,Spider-Man,0
2786,1958,Spiderman,0
2787,1958,SpongeBob SquarePants,0
2788,1958,Sports,0
2789,1958,Spybotics,0
2790,1958,Spyrius,0
2791,1958,Star Wars,0
2792,1958,Stingrays,0
2793,1958,Stranger Things,0
2794,1958,Studios,0
2795,1958,Super Heroes DC,0
2796,1958,Super Heroes Marvel,0
2797,1958,Super Mario,0
2798,1958,Superman,0
2799,1958,Supplemental,36
2800,1958,System,0
2801,1958,Team GB,0
2802,1958,Technic,0
2803,1958,Teenage Mutant Ninja Turtles,0
2804,1958,Thanksgiving,0
2805,1958,The Hobbit,0
2806,1958,The LEGO Batman Movie,0
2807,1958,The LEGO Batman Movie Series 1,0
2808,1958,The LEGO Batman Movie Series 2,0
2809,1958,The LEGO Movie,0
2810,1958,The LEGO Movie II,0
2811,1958,The Lone Ranger,0
2812,1958,The Lord of the Rings,0
2813,1958,The Muppets,0
2814,1958,The Powerpuff Girls,0
2815,1958,The Simpsons Series 1,0
2816,1958,The Simpsons Series 2,0
2817,1958,Thomas & Friends,0
2818,1958,Throwbot Slizer,0
2819,1958,Time Cruisers,0
2820,1958,Toolo,0
2821,1958,Town,0
2822,1958,Town Jr.,0
2823,1958,Town Plan,10
2824,1958,Toy Story,0
2825,1958,Traffic,0
2826,1958,Train,0
2827,1958,Trains,0
2828,1958,Trolls: World Tour,0
2829,1958,UCS,0
2830,1958,UFO,0
2831,1958,Ultimate Collector Series,0
2832,1958,Ultra Agents,0
2833,1958,Unikitty!,0
2834,1958,Unitron,0
2835,1958,Universal Building Set,0
2836,1958,Universe,0
2837,1958,VIDIYO,0
2838,1958,Valentine,0
2839,1958,Value Packs,0
2840,1958,Vehicle,0
2841,1958,Vikings,0
2842,1958,Villains,0
2843,1958,WeDo,0
2844,1958,Western,0
2845,1958,Williams F1,0
2846,1958,Winnie the Pooh,0
2847,1958,Wolfpack,0
2848,1958,World City,0
2849,1958,World Racers,0
2850,1958,X-Men,0
2851,1958,X-Pod,0
2852,1958,Xtra,0
2853,1958,Znap,0
2854,1958,Zooters,0
2855,1958,eLAB,0
2856,1959,12V,0
2857,1959,4 Juniors,0
2858,1959,4.5V,0
2859,1959,9V,0
2860,1959,Action Wheelers,0
2861,1959,Advent,0
2862,1959,Adventurers,0
2863,1959,Agents,0
2864,1959,Airport,0
2865,1959,Alien Conquest,0
2866,1959,Alpha Team,0
2867,1959,Angry Birds,0
2868,1959,Aquanauts,0
2869,1959,Aquaraiders I,0
2870,1959,Aquaraiders II,0
2871,1959,Aquasharks,0
2872,1959,Aquazone,0
2873,1959,Architecture,0
2874,1959,Arctic,0
2875,1959,Atlantis,0
2876,1959,Avatar,0
2877,1959,Avatar: The Last Airbender,0
2878,1959,Avengers,0
2879,1959,Basic,0
2880,1959,Basic Model,0
2881,1959,Basic Set,1
2882,1959,Basketball,0
2883,1959,Batman,0
2884,1959,Belville,0
2885,1959,Ben 10,0
2886,1959,Bionicle,0
2887,1959,Black Falcons,0
2888,1959,Black Knights,0
2889,1959,Blacktron I,0
2890,1959,Blacktron II,0
2891,1959,Boat,0
2892,1959,Bob the Builder,0
2893,1959,Books,0
2894,1959,Brick Sketches,0
2895,1959,BrickLink Designer Program,0
2896,1959,Brickheadz,0
2897,1959,Bricktober,0
2898,1959,Building,0
2899,1959,Building Set with People,0
2900,1959,Bulk Bricks,0
2901,1959,Cargo,0
2902,1959,Cars,0
2903,1959,Castle,0
2904,1959,Chinese Traditional Festivals,0
2905,1959,Christmas,0
2906,1959,Cities of Wonders,0
2907,1959,City,0
2908,1959,City Center,0
2909,1959,Classic,0
2910,1959,Classic Basic,0
2911,1959,Classic Castle,0
2912,1959,Classic Space,0
2913,1959,Classic Town,0
2914,1959,Clikits,0
2915,1959,Coast Guard,0
2916,1959,Collectible Minifigures,0
2917,1959,Competition,0
2918,1959,Constraction,0
2919,1959,Construction,0
2920,1959,Control Lab,0
2921,1959,Creator,0
2922,1959,Creator 3-in-1,0
2923,1959,Creator Expert,0
2924,1959,Crusaders,0
2925,1959,DC Comics,0
2926,1959,DC Comics Super Heroes,0
2927,1959,DC Super Hero Girls,0
2928,1959,DC Super Heroes,0
2929,1959,DFB Minifigures,0
2930,1959,DOTS,0
2931,1959,Dark Forest,0
2932,1959,Desert,0
2933,1959,Designer Sets,0
2934,1959,Dimensions,0
2935,1959,Dino,0
2936,1959,Dino 2010,0
2937,1959,Dino Attack,0
2938,1959,Dino Island,0
2939,1959,Dinosaurs,0
2940,1959,Discovery,0
2941,1959,Disney,0
2942,1959,Disney Planes,0
2943,1959,Disney Princess,0
2944,1959,Disney Series 1,0
2945,1959,Disney Series 2,0
2946,1959,Disney's Mickey Mouse,0
2947,1959,Divers,0
2948,1959,Doc McStuffins,0
2949,1959,Dolls,0
2950,1959,Dora the Explorer,0
2951,1959,Duplo,0
2952,1959,Duplo and Explore,0
2953,1959,EV3,0
2954,1959,Early Creator,0
2955,1959,Easter,0
2956,1959,Educational and Dacta,0
2957,1959,Elves,0
2958,1959,Exo-Force,0
2959,1959,Expert Builder,0
2960,1959,Exploriens,0
2961,1959,Extreme Team,0
2962,1959,FIRST LEGO League,0
2963,1959,Fabuland,0
2964,1959,Factory,0
2965,1959,Fantastic Beasts,0
2966,1959,Fantasy Era,0
2967,1959,Farm,0
2968,1959,Ferrari,0
2969,1959,Ferries,0
2970,1959,Fire,0
2971,1959,Forestmen,0
2972,1959,Forma,0
2973,1959,Freestyle,0
2974,1959,Friends,0
2975,1959,Fright Knights,0
2976,1959,Frozen,0
2977,1959,Fusion,0
2978,1959,Futuron,0
2979,1959,Galaxy Squad,0
2980,1959,Galidor,0
2981,1959,Games,0
2982,1959,Gas Station,0
2983,1959,Gear,0
2984,1959,Gears,0
2985,1959,Ghostbusters,0
2986,1959,Gravity Games,0
2987,1959,Guardians of the Galaxy,0
2988,1959,HO 1:87 Vehicles,0
2989,1959,Halloween,0
2990,1959,Harbor,0
2991,1959,Harry Potter,0
2992,1959,Harry Potter and Fantastic Beasts Series 1,0
2993,1959,Harry Potter and Fantastic Beasts Series 2,0
2994,1959,Hero Factory,0
2995,1959,Heroes,0
2996,1959,Hidden Side,0
2997,1959,Hobby Sets,0
2998,1959,Hockey,0
2999,1959,Homemaker,0
3000,1959,Hospital,0
3001,1959,Hydronauts,0
3002,1959,Ice Planet 2002,0
3003,1959,Icons,0
3004,1959,Indiana Jones,0
3005,1959,Insectoids,0
3006,1959,Inventor,0
3007,1959,Iron Man,0
3008,1959,Island Xtreme Stunts,0
3009,1959,Jack Stone,0
3010,1959,Jake and the Never Land Pirates,0
3011,1959,Jumbo Bricks,0
3012,1959,Jungle,0
3013,1959,Juniors,0
3014,1959,Jurassic Park III,0
3015,1959,Jurassic World,0
3016,1959,Jurassic World: Fallen Kingdom,0
3017,1959,Justice League,0
3018,1959,Key Chain,0
3019,1959,Kingdoms,0
3020,1959,Knights Kingdom I,0
3021,1959,Knights Kingdom II,0
3022,1959,LEGO Art,0
3023,1959,LEGO Brand Store,0
3024,1959,LEGO Exclusive,0
3025,1959,LEGO Ideas and CUUSOO,0
3026,1959,LEGO Originals,0
3027,1959,Launch Command,0
3028,1959,Learning,0
3029,1959,Legends of Chima,0
3030,1959,Legoland,0
3031,1959,Legoland Parks,0
3032,1959,Legoville,0
3033,1959,Life On Mars,0
3034,1959,Lion Knights,0
3035,1959,Little Forest Friends,0
3036,1959,Little Robots,0
3037,1959,Looney Tunes,0
3038,1959,M:Tron,0
3039,1959,Mars Exploration,0
3040,1959,Mars Mission,0
3041,1959,Marvel,0
3042,1959,Marvel Super Heroes,0
3043,1959,Master Builder Academy,0
3044,1959,Miles From Tomorrowland,0
3045,1959,Mindstorms,0
3046,1959,Minecraft,0
3047,1959,Mini,0
3048,1959,Minions,0
3049,1959,Minitalia,0
3050,1959,Mission Deep Freeze,0
3051,1959,Mission Deep Sea,0
3052,1959,Mixels,0
3053,1959,Model Team,0
3054,1959,Modular Buildings,0
3055,1959,Modulex,0
3056,1959,Monkie Kid,0
3057,1959,Monster Fighters,0
3058,1959,Monthly Mini Model Build,0
3059,1959,Mosaic,0
3060,1959,My Town,0
3061,1959,NXT,0
3062,1959,Nexo Knights,0
3063,1959,Ninja,0
3064,1959,Ninjago,0
3065,1959,Ninjago The Movie,0
3066,1959,Off-Road,0
3067,1959,Orient Expedition,0
3068,1959,Other,0
3069,1959,Outback,0
3070,1959,Overwatch,0
3071,1959,Paradisa,0
3072,1959,Pharaoh's Quest,0
3073,1959,Pick A Model,0
3074,1959,Pirates,0
3075,1959,Pirates I,0
3076,1959,Pirates II,0
3077,1959,Pirates III,0
3078,1959,Pirates of the Caribbean,0
3079,1959,Playhouse,0
3080,1959,Playsets,0
3081,1959,Police,0
3082,1959,Power Functions,0
3083,1959,Power Miners,0
3084,1959,Powered Up,0
3085,1959,Primo,0
3086,1959,Prince of Persia,0
3087,1959,Princess Castle,0
3088,1959,Promotional,0
3089,1959,Protectors,0
3090,1959,Quatro,0
3091,1959,RCX,0
3092,1959,Race,0
3093,1959,Racers,0
3094,1959,Rattles,0
3095,1959,Res-Q,0
3096,1959,RoboForce,0
3097,1959,RoboRiders,0
3098,1959,Rock Raiders,0
3099,1959,Royal Knights,0
3100,1959,Samsonite,0
3101,1959,Scala,0
3102,1959,Scooby-Doo,0
3103,1959,Sculptures,0
3104,1959,Seasonal,0
3105,1959,Series 1 Minifigures,0
3106,1959,Series 10 Minifigures,0
3107,1959,Series 11 Minifigures,0
3108,1959,Series 12 Minifigures,0
3109,1959,Series 13 Minifigures,0
3110,1959,Series 14 Minifigures,0
3111,1959,Series 15 Minifigures,0
3112,1959,Series 16 Minifigures,0
3113,1959,Series 17 Minifigures,0
3114,1959,Series 18 Minifigures,0
3115,1959,Series 19 Minifigures,0
3116,1959,Series 2 Minifigures,0
3117,1959,Series 20 Minifigures,0
3118,1959,Series 21 Minifigures,0
3119,1959,Series 22 Minifigures,0
3120,1959,Series 23 Minifigures,0
3121,1959,Series 3 Minifigures,0
3122,1959,Series 4 Minifigures,0
3123,1959,Series 5 Minifigures,0
3124,1959,Series 6 Minifigures,0
3125,1959,Series 7 Minifigures,0
3126,1959,Series 8 Minifigures,0
3127,1959,Series 9 Minifigures,0
3128,1959,Service Packs,0
3129,1959,Skylines,0
3130,1959,Soccer,0
3131,1959,Sofia the First,0
3132,1959,Soft Bricks,0
3133,1959,Space,0
3134,1959,Space Police I,0
3135,1959,Space Police II,0
3136,1959,Space Police III,0
3137,1959,Space Port,0
3138,1959,Speed Champions,0
3139,1959,Speed Racer,0
3140,1959,Speed Slammers,0
3141,1959,Speedorz,0
3142,1959,Spider-Man,0
3143,1959,Spiderman,0
3144,1959,SpongeBob SquarePants,0
3145,1959,Sports,0
3146,1959,Spybotics,0
3147,1959,Spyrius,0
3148,1959,Star Wars,0
3149,1959,Stingrays,0
3150,1959,Stranger Things,0
3151,1959,Studios,0
3152,1959,Super Heroes DC,0
3153,1959,Super Heroes Marvel,0
3154,1959,Super Mario,0
3155,1959,Superman,0
3156,1959,Supplemental,2
3157,1959,System,0
3158,1959,Team GB,0
3159,1959,Technic,0
3160,1959,Teenage Mutant Ninja Turtles,0
3161,1959,Thanksgiving,0
3162,1959,The Hobbit,0
3163,1959,The LEGO Batman Movie,0
3164,1959,The LEGO Batman Movie Series 1,0
3165,1959,The LEGO Batman Movie Series 2,0
3166,1959,The LEGO Movie,0
3167,1959,The LEGO Movie II,0
3168,1959,The Lone Ranger,0
3169,1959,The Lord of the Rings,0
3170,1959,The Muppets,0
3171,1959,The Powerpuff Girls,0
3172,1959,The Simpsons Series 1,0
3173,1959,The Simpsons Series 2,0
3174,1959,Thomas & Friends,0
3175,1959,Throwbot Slizer,0
3176,1959,Time Cruisers,0
3177,1959,Toolo,0
3178,1959,Town,0
3179,1959,Town Jr.,0
3180,1959,Town Plan,1
3181,1959,Toy Story,0
3182,1959,Traffic,0
3183,1959,Train,0
3184,1959,Trains,0
3185,1959,Trolls: World Tour,0
3186,1959,UCS,0
3187,1959,UFO,0
3188,1959,Ultimate Collector Series,0
3189,1959,Ultra Agents,0
3190,1959,Unikitty!,0
3191,1959,Unitron,0
3192,1959,Universal Building Set,0
3193,1959,Universe,0
3194,1959,VIDIYO,0
3195,1959,Valentine,0
3196,1959,Value Packs,0
3197,1959,Vehicle,0
3198,1959,Vikings,0
3199,1959,Villains,0
3200,1959,WeDo,0
3201,1959,Western,0
3202,1959,Williams F1,0
3203,1959,Winnie the Pooh,0
3204,1959,Wolfpack,0
3205,1959,World City,0
3206,1959,World Racers,0
3207,1959,X-Men,0
3208,1959,X-Pod,0
3209,1959,Xtra,0
3210,1959,Znap,0
3211,1959,Zooters,0
3212,1959,eLAB,0
3213,1960,12V,0
3214,1960,4 Juniors,0
3215,1960,4.5V,0
3216,1960,9V,0
3217,1960,Action Wheelers,0
3218,1960,Advent,0
3219,1960,Adventurers,0
3220,1960,Agents,0
3221,1960,Airport,0
3222,1960,Alien Conquest,0
3223,1960,Alpha Team,0
3224,1960,Angry Birds,0
3225,1960,Aquanauts,0
3226,1960,Aquaraiders I,0
3227,1960,Aquaraiders II,0
3228,1960,Aquasharks,0
3229,1960,Aquazone,0
3230,1960,Architecture,0
3231,1960,Arctic,0
3232,1960,Atlantis,0
3233,1960,Avatar,0
3234,1960,Avatar: The Last Airbender,0
3235,1960,Avengers,0
3236,1960,Basic,0
3237,1960,Basic Model,0
3238,1960,Basic Set,0
3239,1960,Basketball,0
3240,1960,Batman,0
3241,1960,Belville,0
3242,1960,Ben 10,0
3243,1960,Bionicle,0
3244,1960,Black Falcons,0
3245,1960,Black Knights,0
3246,1960,Blacktron I,0
3247,1960,Blacktron II,0
3248,1960,Boat,0
3249,1960,Bob the Builder,0
3250,1960,Books,1
3251,1960,Brick Sketches,0
3252,1960,BrickLink Designer Program,0
3253,1960,Brickheadz,0
3254,1960,Bricktober,0
3255,1960,Building,0
3256,1960,Building Set with People,0
3257,1960,Bulk Bricks,0
3258,1960,Cargo,0
3259,1960,Cars,0
3260,1960,Castle,0
3261,1960,Chinese Traditional Festivals,0
3262,1960,Christmas,0
3263,1960,Cities of Wonders,0
3264,1960,City,0
3265,1960,City Center,0
3266,1960,Classic,1
3267,1960,Classic Basic,0
3268,1960,Classic Castle,0
3269,1960,Classic Space,0
3270,1960,Classic Town,0
3271,1960,Clikits,0
3272,1960,Coast Guard,0
3273,1960,Collectible Minifigures,0
3274,1960,Competition,0
3275,1960,Constraction,0
3276,1960,Construction,0
3277,1960,Control Lab,0
3278,1960,Creator,0
3279,1960,Creator 3-in-1,0
3280,1960,Creator Expert,0
3281,1960,Crusaders,0
3282,1960,DC Comics,0
3283,1960,DC Comics Super Heroes,0
3284,1960,DC Super Hero Girls,0
3285,1960,DC Super Heroes,0
3286,1960,DFB Minifigures,0
3287,1960,DOTS,0
3288,1960,Dark Forest,0
3289,1960,Desert,0
3290,1960,Designer Sets,0
3291,1960,Dimensions,0
3292,1960,Dino,0
3293,1960,Dino 2010,0
3294,1960,Dino Attack,0
3295,1960,Dino Island,0
3296,1960,Dinosaurs,0
3297,1960,Discovery,0
3298,1960,Disney,0
3299,1960,Disney Planes,0
3300,1960,Disney Princess,0
3301,1960,Disney Series 1,0
3302,1960,Disney Series 2,0
3303,1960,Disney's Mickey Mouse,0
3304,1960,Divers,0
3305,1960,Doc McStuffins,0
3306,1960,Dolls,0
3307,1960,Dora the Explorer,0
3308,1960,Duplo,0
3309,1960,Duplo and Explore,0
3310,1960,EV3,0
3311,1960,Early Creator,0
3312,1960,Easter,0
3313,1960,Educational and Dacta,0
3314,1960,Elves,0
3315,1960,Exo-Force,0
3316,1960,Expert Builder,0
3317,1960,Exploriens,0
3318,1960,Extreme Team,0
3319,1960,FIRST LEGO League,0
3320,1960,Fabuland,0
3321,1960,Factory,0
3322,1960,Fantastic Beasts,0
3323,1960,Fantasy Era,0
3324,1960,Farm,0
3325,1960,Ferrari,0
3326,1960,Ferries,0
3327,1960,Fire,0
3328,1960,Forestmen,0
3329,1960,Forma,0
3330,1960,Freestyle,0
3331,1960,Friends,0
3332,1960,Fright Knights,0
3333,1960,Frozen,0
3334,1960,Fusion,0
3335,1960,Futuron,0
3336,1960,Galaxy Squad,0
3337,1960,Galidor,0
3338,1960,Games,0
3339,1960,Gas Station,0
3340,1960,Gear,0
3341,1960,Gears,0
3342,1960,Ghostbusters,0
3343,1960,Gravity Games,0
3344,1960,Guardians of the Galaxy,0
3345,1960,HO 1:87 Vehicles,0
3346,1960,Halloween,0
3347,1960,Harbor,0
3348,1960,Harry Potter,0
3349,1960,Harry Potter and Fantastic Beasts Series 1,0
3350,1960,Harry Potter and Fantastic Beasts Series 2,0
3351,1960,Hero Factory,0
3352,1960,Heroes,0
3353,1960,Hidden Side,0
3354,1960,Hobby Sets,0
3355,1960,Hockey,0
3356,1960,Homemaker,0
3357,1960,Hospital,0
3358,1960,Hydronauts,0
3359,1960,Ice Planet 2002,0
3360,1960,Icons,0
3361,1960,Indiana Jones,0
3362,1960,Insectoids,0
3363,1960,Inventor,0
3364,1960,Iron Man,0
3365,1960,Island Xtreme Stunts,0
3366,1960,Jack Stone,0
3367,1960,Jake and the Never Land Pirates,0
3368,1960,Jumbo Bricks,0
3369,1960,Jungle,0
3370,1960,Juniors,0
3371,1960,Jurassic Park III,0
3372,1960,Jurassic World,0
3373,1960,Jurassic World: Fallen Kingdom,0
3374,1960,Justice League,0
3375,1960,Key Chain,0
3376,1960,Kingdoms,0
3377,1960,Knights Kingdom I,0
3378,1960,Knights Kingdom II,0
3379,1960,LEGO Art,0
3380,1960,LEGO Brand Store,0
3381,1960,LEGO Exclusive,0
3382,1960,LEGO Ideas and CUUSOO,0
3383,1960,LEGO Originals,0
3384,1960,Launch Command,0
3385,1960,Learning,0
3386,1960,Legends of Chima,0
3387,1960,Legoland,0
3388,1960,Legoland Parks,0
3389,1960,Legoville,0
3390,1960,Life On Mars,0
3391,1960,Lion Knights,0
3392,1960,Little Forest Friends,0
3393,1960,Little Robots,0
3394,1960,Looney Tunes,0
3395,1960,M:Tron,0
3396,1960,Mars Exploration,0
3397,1960,Mars Mission,0
3398,1960,Marvel,0
3399,1960,Marvel Super Heroes,0
3400,1960,Master Builder Academy,0
3401,1960,Miles From Tomorrowland,0
3402,1960,Mindstorms,0
3403,1960,Minecraft,0
3404,1960,Mini,0
