,year,theme,count
11562,1983,Hero Factory,0
11563,1983,Heroes,0
11564,1983,Hidden Side,0
11565,1983,Hobby Sets,0
11566,1983,Hockey,0
11567,1983,Homemaker,0
11568,1983,Hospital,0
11569,1983,Hydronauts,0
11570,1983,Ice Planet 2002,0
11571,1983,Icons,0
11572,1983,Indiana Jones,0
11573,1983,Insectoids,0
11574,1983,Inventor,0
11575,1983,Iron Man,0
11576,1983,Island Xtreme Stunts,0
11577,1983,Jack Stone,0
11578,1983,Jake and the Never Land Pirates,0
11579,1983,Jumbo Bricks,0
11580,1983,Jungle,0
11581,1983,Juniors,0
11582,1983,Jurassic Park III,0
11583,1983,Jurassic World,0
11584,1983,Jurassic World: Fallen Kingdom,0
11585,1983,Justice League,0
11586,1983,Key Chain,0
11587,1983,Kingdoms,0
11588,1983,Knights Kingdom I,0
11589,1983,Knights Kingdom II,0
11590,1983,LEGO Art,0
11591,1983,LEGO Brand Store,0
11592,1983,LEGO Exclusive,0
11593,1983,LEGO Ideas and CUUSOO,0
11594,1983,LEGO Originals,0
11595,1983,Launch Command,0
11596,1983,Learning,0
11597,1983,Legends of Chima,0
11598,1983,Legoland,0
11599,1983,Legoland Parks,0
11600,1983,Legoville,0
11601,1983,Life On Mars,0
11602,1983,Lion Knights,0
11603,1983,Little Forest Friends,0
11604,1983,Little Robots,0
11605,1983,Looney Tunes,0
11606,1983,M:Tron,0
11607,1983,Mars Exploration,0
11608,1983,Mars Mission,0
11609,1983,Marvel,0
11610,1983,Marvel Super Heroes,0
11611,1983,Master Builder Academy,0
11612,1983,Miles From Tomorrowland,0
11613,1983,Mindstorms,0
11614,1983,Minecraft,0
11615,1983,Mini,0
11616,1983,Minions,0
11617,1983,Minitalia,0
11618,1983,Mission Deep Freeze,0
11619,1983,Mission Deep Sea,0
11620,1983,Mixels,0
11621,1983,Model Team,0
11622,1983,Modular Buildings,0
11623,1983,Modulex,0
11624,1983,Monkie Kid,0
11625,1983,Monster Fighters,0
11626,1983,Monthly Mini Model Build,0
11627,1983,Mosaic,0
11628,1983,My Town,0
11629,1983,NXT,0
11630,1983,Nexo Knights,0
11631,1983,Ninja,0
11632,1983,Ninjago,0
11633,1983,Ninjago The Movie,0
11634,1983,Off-Road,0
11635,1983,Orient Expedition,0
11636,1983,Other,0
11637,1983,Outback,0
11638,1983,Overwatch,0
11639,1983,Paradisa,0
11640,1983,Pharaoh's Quest,0
11641,1983,Pick A Model,0
11642,1983,Pirates,0
11643,1983,Pirates I,0
11644,1983,Pirates II,0
11645,1983,Pirates III,0
11646,1983,Pirates of the Caribbean,0
11647,1983,Playhouse,0
11648,1983,Playsets,0
11649,1983,Police,0
11650,1983,Power Functions,0
11651,1983,Power Miners,0
11652,1983,Powered Up,0
11653,1983,Primo,0
11654,1983,Prince of Persia,0
11655,1983,Princess Castle,0
11656,1983,Promotional,0
11657,1983,Protectors,0
11658,1983,Quatro,0
11659,1983,RCX,0
11660,1983,Race,0
11661,1983,Racers,0
11662,1983,Rattles,5
11663,1983,Res-Q,0
11664,1983,RoboForce,0
11665,1983,RoboRiders,0
11666,1983,Rock Raiders,0
11667,1983,Royal Knights,0
11668,1983,Samsonite,0
11669,1983,Scala,0
11670,1983,Scooby-Doo,0
11671,1983,Sculptures,0
11672,1983,Seasonal,0
11673,1983,Series 1 Minifigures,0
11674,1983,Series 10 Minifigures,0
11675,1983,Series 11 Minifigures,0
11676,1983,Series 12 Minifigures,0
11677,1983,Series 13 Minifigures,0
11678,1983,Series 14 Minifigures,0
11679,1983,Series 15 Minifigures,0
11680,1983,Series 16 Minifigures,0
11681,1983,Series 17 Minifigures,0
11682,1983,Series 18 Minifigures,0
11683,1983,Series 19 Minifigures,0
11684,1983,Series 2 Minifigures,0
11685,1983,Series 20 Minifigures,0
11686,1983,Series 21 Minifigures,0
11687,1983,Series 22 Minifigures,0
11688,1983,Series 23 Minifigures,0
11689,1983,Series 3 Minifigures,0
11690,1983,Series 4 Minifigures,0
11691,1983,Series 5 Minifigures,0
11692,1983,Series 6 Minifigures,0
11693,1983,Series 7 Minifigures,0
11694,1983,Series 8 Minifigures,0
11695,1983,Series 9 Minifigures,0
11696,1983,Service Packs,2
11697,1983,Skylines,0
11698,1983,Soccer,0
11699,1983,Sofia the First,0
11700,1983,Soft Bricks,0
11701,1983,Space,0
11702,1983,Space Police I,0
11703,1983,Space Police II,0
11704,1983,Space Police III,0
11705,1983,Space Port,0
11706,1983,Speed Champions,0
11707,1983,Speed Racer,0
11708,1983,Speed Slammers,0
11709,1983,Speedorz,0
11710,1983,Spider-Man,0
11711,1983,Spiderman,0
11712,1983,SpongeBob SquarePants,0
11713,1983,Sports,0
11714,1983,Spybotics,0
11715,1983,Spyrius,0
11716,1983,Star Wars,0
11717,1983,Stingrays,0
11718,1983,Stranger Things,0
11719,1983,Studios,0
11720,1983,Super Heroes DC,0
11721,1983,Super Heroes Marvel,0
11722,1983,Super Mario,0
11723,1983,Superman,0
11724,1983,Supplemental,3
11725,1983,System,0
11726,1983,Team GB,0
11727,1983,Technic,2
11728,1983,Teenage Mutant Ninja Turtles,0
11729,1983,Thanksgiving,0
11730,1983,The Hobbit,0
11731,1983,The LEGO Batman Movie,0
11732,1983,The LEGO Batman Movie Series 1,0
11733,1983,The LEGO Batman Movie Series 2,0
11734,1983,The LEGO Movie,0
11735,1983,The LEGO Movie II,0
11736,1983,The Lone Ranger,0
11737,1983,The Lord of the Rings,0
11738,1983,The Muppets,0
11739,1983,The Powerpuff Girls,0
11740,1983,The Simpsons Series 1,0
11741,1983,The Simpsons Series 2,0
11742,1983,Thomas & Friends,0
11743,1983,Throwbot Slizer,0
11744,1983,Time Cruisers,0
11745,1983,Toolo,0
11746,1983,Town,2
11747,1983,Town Jr.,0
11748,1983,Town Plan,0
11749,1983,Toy Story,0
11750,1983,Traffic,0
11751,1983,Train,1
11752,1983,Trains,4
11753,1983,Trolls: World Tour,0
11754,1983,UCS,0
11755,1983,UFO,0
11756,1983,Ultimate Collector Series,0
11757,1983,Ultra Agents,0
11758,1983,Unikitty!,0
11759,1983,Unitron,0
11760,1983,Universal Building Set,0
11761,1983,Universe,0
11762,1983,VIDIYO,0
11763,1983,Valentine,0
11764,1983,Value Packs,0
11765,1983,Vehicle,0
11766,1983,Vikings,0
11767,1983,Villains,0
11768,1983,WeDo,0
11769,1983,Western,0
11770,1983,Williams F1,0
11771,1983,Winnie the Pooh,0
11772,1983,Wolfpack,0
11773,1983,World City,0
11774,1983,World Racers,0
11775,1983,X-Men,0
11776,1983,X-Pod,0
11777,1983,Xtra,0
11778,1983,Znap,0
11779,1983,Zooters,0
11780,1983,eLAB,0
11781,1984,12V,0
11782,1984,4 Juniors,0
11783,1984,4.5V,0
11784,1984,9V,0
11785,1984,Action Wheelers,0
11786,1984,Advent,0
11787,1984,Adventurers,0
11788,1984,Agents,0
11789,1984,Airport,0
11790,1984,Alien Conquest,0
11791,1984,Alpha Team,0
11792,1984,Angry Birds,0
11793,1984,Aquanauts,0
11794,1984,Aquaraiders I,0
11795,1984,Aquaraiders II,0
11796,1984,Aquasharks,0
11797,1984,Aquazone,0
11798,1984,Architecture,0
11799,1984,Arctic,0
11800,1984,Atlantis,0
11801,1984,Avatar,0
11802,1984,Avatar: The Last Airbender,0
11803,1984,Avengers,0
11804,1984,Basic,0
11805,1984,Basic Model,0
11806,1984,Basic Set,12
11807,1984,Basketball,0
11808,1984,Batman,0
11809,1984,Belville,0
11810,1984,Ben 10,0
11811,1984,Bionicle,0
11812,1984,Black Falcons,2
11813,1984,Black Knights,0
11814,1984,Blacktron I,0
11815,1984,Blacktron II,0
11816,1984,Boat,0
11817,1984,Bob the Builder,0
11818,1984,Books,0
11819,1984,Brick Sketches,0
11820,1984,BrickLink Designer Program,0
11821,1984,Brickheadz,0
11822,1984,Bricktober,0
11823,1984,Building,0
11824,1984,Building Set with People,0
11825,1984,Bulk Bricks,0
11826,1984,Cargo,0
11827,1984,Cars,0
11828,1984,Castle,0
11829,1984,Chinese Traditional Festivals,0
11830,1984,Christmas,0
11831,1984,Cities of Wonders,0
11832,1984,City,0
11833,1984,City Center,0
11834,1984,Classic,0
11835,1984,Classic Basic,0
11836,1984,Classic Castle,0
11837,1984,Classic Space,9
11838,1984,Classic Town,17
11839,1984,Clikits,0
11840,1984,Coast Guard,0
11841,1984,Collectible Minifigures,0
11842,1984,Competition,0
11843,1984,Constraction,0
11844,1984,Construction,0
11845,1984,Control Lab,0
11846,1984,Creator,0
11847,1984,Creator 3-in-1,0
11848,1984,Creator Expert,0
11849,1984,Crusaders,0
11850,1984,DC Comics,0
11851,1984,DC Comics Super Heroes,0
11852,1984,DC Super Hero Girls,0
11853,1984,DC Super Heroes,0
11854,1984,DFB Minifigures,0
11855,1984,DOTS,0
11856,1984,Dark Forest,0
11857,1984,Desert,0
11858,1984,Designer Sets,0
11859,1984,Dimensions,0
11860,1984,Dino,0
11861,1984,Dino 2010,0
11862,1984,Dino Attack,0
11863,1984,Dino Island,0
11864,1984,Dinosaurs,0
11865,1984,Discovery,0
11866,1984,Disney,0
11867,1984,Disney Planes,0
11868,1984,Disney Princess,0
11869,1984,Disney Series 1,0
11870,1984,Disney Series 2,0
11871,1984,Disney's Mickey Mouse,0
11872,1984,Divers,0
11873,1984,Doc McStuffins,0
11874,1984,Dolls,0
11875,1984,Dora the Explorer,0
11876,1984,Duplo,2
11877,1984,Duplo and Explore,0
11878,1984,EV3,0
11879,1984,Early Creator,0
11880,1984,Easter,0
11881,1984,Educational and Dacta,0
11882,1984,Elves,0
11883,1984,Exo-Force,0
11884,1984,Expert Builder,0
11885,1984,Exploriens,0
11886,1984,Extreme Team,0
11887,1984,FIRST LEGO League,0
11888,1984,Fabuland,10
11889,1984,Factory,0
11890,1984,Fantastic Beasts,0
11891,1984,Fantasy Era,0
11892,1984,Farm,0
11893,1984,Ferrari,0
11894,1984,Ferries,0
11895,1984,Fire,0
11896,1984,Forestmen,0
11897,1984,Forma,0
11898,1984,Freestyle,0
11899,1984,Friends,0
11900,1984,Fright Knights,0
11901,1984,Frozen,0
11902,1984,Fusion,0
11903,1984,Futuron,0
11904,1984,Galaxy Squad,0
11905,1984,Galidor,0
11906,1984,Games,0
11907,1984,Gas Station,0
11908,1984,Gear,1
11909,1984,Gears,0
11910,1984,Ghostbusters,0
11911,1984,Gravity Games,0
11912,1984,Guardians of the Galaxy,0
11913,1984,HO 1:87 Vehicles,0
11914,1984,Halloween,0
11915,1984,Harbor,0
11916,1984,Harry Potter,0
11917,1984,Harry Potter and Fantastic Beasts Series 1,0
11918,1984,Harry Potter and Fantastic Beasts Series 2,0
11919,1984,Hero Factory,0
11920,1984,Heroes,0
11921,1984,Hidden Side,0
11922,1984,Hobby Sets,0
11923,1984,Hockey,0
11924,1984,Homemaker,0
11925,1984,Hospital,0
11926,1984,Hydronauts,0
11927,1984,Ice Planet 2002,0
11928,1984,Icons,0
11929,1984,Indiana Jones,0
11930,1984,Insectoids,0
11931,1984,Inventor,0
11932,1984,Iron Man,0
11933,1984,Island Xtreme Stunts,0
11934,1984,Jack Stone,0
11935,1984,Jake and the Never Land Pirates,0
11936,1984,Jumbo Bricks,0
11937,1984,Jungle,0
11938,1984,Juniors,0
11939,1984,Jurassic Park III,0
11940,1984,Jurassic World,0
11941,1984,Jurassic World: Fallen Kingdom,0
11942,1984,Justice League,0
11943,1984,Key Chain,0
11944,1984,Kingdoms,0
11945,1984,Knights Kingdom I,0
11946,1984,Knights Kingdom II,0
11947,1984,LEGO Art,0
11948,1984,LEGO Brand Store,0
11949,1984,LEGO Exclusive,0
11950,1984,LEGO Ideas and CUUSOO,0
11951,1984,LEGO Originals,0
11952,1984,Launch Command,0
11953,1984,Learning,0
11954,1984,Legends of Chima,0
11955,1984,Legoland,0
11956,1984,Legoland Parks,0
11957,1984,Legoville,0
11958,1984,Life On Mars,0
11959,1984,Lion Knights,6
11960,1984,Little Forest Friends,0
11961,1984,Little Robots,0
11962,1984,Looney Tunes,0
11963,1984,M:Tron,0
11964,1984,Mars Exploration,0
11965,1984,Mars Mission,0
11966,1984,Marvel,0
11967,1984,Marvel Super Heroes,0
11968,1984,Master Builder Academy,0
11969,1984,Miles From Tomorrowland,0
11970,1984,Mindstorms,0
11971,1984,Minecraft,0
11972,1984,Mini,0
11973,1984,Minions,0
11974,1984,Minitalia,0
11975,1984,Mission Deep Freeze,0
11976,1984,Mission Deep Sea,0
11977,1984,Mixels,0
11978,1984,Model Team,0
11979,1984,Modular Buildings,0
11980,1984,Modulex,0
11981,1984,Monkie Kid,0
11982,1984,Monster Fighters,0
11983,1984,Monthly Mini Model Build,0
11984,1984,Mosaic,0
11985,1984,My Town,0
11986,1984,NXT,0
11987,1984,Nexo Knights,0
11988,1984,Ninja,0
11989,1984,Ninjago,0
11990,1984,Ninjago The Movie,0
11991,1984,Off-Road,0
11992,1984,Orient Expedition,0
11993,1984,Other,0
11994,1984,Outback,0
11995,1984,Overwatch,0
11996,1984,Paradisa,0
11997,1984,Pharaoh's Quest,0
11998,1984,Pick A Model,0
11999,1984,Pirates,0
12000,1984,Pirates I,0
12001,1984,Pirates II,0
12002,1984,Pirates III,0
12003,1984,Pirates of the Caribbean,0
12004,1984,Playhouse,0
12005,1984,Playsets,0
12006,1984,Police,0
12007,1984,Power Functions,0
12008,1984,Power Miners,0
12009,1984,Powered Up,0
12010,1984,Primo,0
12011,1984,Prince of Persia,0
12012,1984,Princess Castle,0
12013,1984,Promotional,0
12014,1984,Protectors,0
12015,1984,Quatro,0
12016,1984,RCX,0
12017,1984,Race,0
12018,1984,Racers,0
12019,1984,Rattles,2
12020,1984,Res-Q,0
12021,1984,RoboForce,0
12022,1984,RoboRiders,0
12023,1984,Rock Raiders,0
12024,1984,Royal Knights,0
12025,1984,Samsonite,0
12026,1984,Scala,0
12027,1984,Scooby-Doo,0
12028,1984,Sculptures,0
12029,1984,Seasonal,0
12030,1984,Series 1 Minifigures,0
12031,1984,Series 10 Minifigures,0
12032,1984,Series 11 Minifigures,0
12033,1984,Series 12 Minifigures,0
12034,1984,Series 13 Minifigures,0
12035,1984,Series 14 Minifigures,0
12036,1984,Series 15 Minifigures,0
12037,1984,Series 16 Minifigures,0
12038,1984,Series 17 Minifigures,0
12039,1984,Series 18 Minifigures,0
12040,1984,Series 19 Minifigures,0
12041,1984,Series 2 Minifigures,0
12042,1984,Series 20 Minifigures,0
12043,1984,Series 21 Minifigures,0
12044,1984,Series 22 Minifigures,0
12045,1984,Series 23 Minifigures,0
12046,1984,Series 3 Minifigures,0
12047,1984,Series 4 Minifigures,0
12048,1984,Series 5 Minifigures,0
12049,1984,Series 6 Minifigures,0
12050,1984,Series 7 Minifigures,0
12051,1984,Series 8 Minifigures,0
12052,1984,Series 9 Minifigures,0
12053,1984,Service Packs,12
12054,1984,Skylines,0
12055,1984,Soccer,0
12056,1984,Sofia the First,0
12057,1984,Soft Bricks,0
12058,1984,Space,0
12059,1984,Space Police I,0
12060,1984,Space Police II,0
12061,1984,Space Police III,0
12062,1984,Space Port,0
12063,1984,Speed Champions,0
12064,1984,Speed Racer,0
12065,1984,Speed Slammers,0
12066,1984,Speedorz,0
12067,1984,Spider-Man,0
12068,1984,Spiderman,0
12069,1984,SpongeBob SquarePants,0
12070,1984,Sports,0
12071,1984,Spybotics,0
12072,1984,Spyrius,0
12073,1984,Star Wars,0
12074,1984,Stingrays,0
12075,1984,Stranger Things,0
12076,1984,Studios,0
12077,1984,Super Heroes DC,0
12078,1984,Super Heroes Marvel,0
12079,1984,Super Mario,0
12080,1984,Superman,0
12081,1984,Supplemental,2
12082,1984,System,0
12083,1984,Team GB,0
12084,1984,Technic,8
12085,1984,Teenage Mutant Ninja Turtles,0
12086,1984,Thanksgiving,0
12087,1984,The Hobbit,0
12088,1984,The LEGO Batman Movie,0
12089,1984,The LEGO Batman Movie Series 1,0
12090,1984,The LEGO Batman Movie Series 2,0
12091,1984,The LEGO Movie,0
12092,1984,The LEGO Movie II,0
12093,1984,The Lone Ranger,0
12094,1984,The Lord of the Rings,0
12095,1984,The Muppets,0
12096,1984,The Powerpuff Girls,0
12097,1984,The Simpsons Series 1,0
12098,1984,The Simpsons Series 2,0
12099,1984,Thomas & Friends,0
12100,1984,Throwbot Slizer,0
12101,1984,Time Cruisers,0
12102,1984,Toolo,0
12103,1984,Town,7
12104,1984,Town Jr.,0
12105,1984,Town Plan,0
12106,1984,Toy Story,0
12107,1984,Traffic,0
12108,1984,Train,1
12109,1984,Trains,2
12110,1984,Trolls: World Tour,0
12111,1984,UCS,0
12112,1984,UFO,0
12113,1984,Ultimate Collector Series,0
12114,1984,Ultra Agents,0
12115,1984,Unikitty!,0
12116,1984,Unitron,0
12117,1984,Universal Building Set,2
12118,1984,Universe,0
12119,1984,VIDIYO,0
12120,1984,Valentine,0
12121,1984,Value Packs,0
12122,1984,Vehicle,0
12123,1984,Vikings,0
12124,1984,Villains,0
12125,1984,WeDo,0
12126,1984,Western,0
12127,1984,Williams F1,0
12128,1984,Winnie the Pooh,0
12129,1984,Wolfpack,0
12130,1984,World City,0
12131,1984,World Racers,0
12132,1984,X-Men,0
12133,1984,X-Pod,0
12134,1984,Xtra,0
12135,1984,Znap,0
12136,1984,Zooters,0
12137,1984,eLAB,0
12138,1985,12V,2
12139,1985,4 Juniors,0
12140,1985,4.5V,4
12141,1985,9V,0
12142,1985,Action Wheelers,0
12143,1985,Advent,0
12144,1985,Adventurers,0
12145,1985,Agents,0
12146,1985,Airport,2
12147,1985,Alien Conquest,0
12148,1985,Alpha Team,0
12149,1985,Angry Birds,0
12150,1985,Aquanauts,0
12151,1985,Aquaraiders I,0
12152,1985,Aquaraiders II,0
12153,1985,Aquasharks,0
12154,1985,Aquazone,0
12155,1985,Architecture,0
12156,1985,Arctic,0
12157,1985,Atlantis,0
12158,1985,Avatar,0
12159,1985,Avatar: The Last Airbender,0
12160,1985,Avengers,0
12161,1985,Basic,23
12162,1985,Basic Model,1
12163,1985,Basic Set,5
12164,1985,Basketball,0
12165,1985,Batman,0
12166,1985,Belville,0
12167,1985,Ben 10,0
12168,1985,Bionicle,0
12169,1985,Black Falcons,1
12170,1985,Black Knights,0
12171,1985,Blacktron I,0
12172,1985,Blacktron II,0
12173,1985,Boat,1
12174,1985,Bob the Builder,0
12175,1985,Books,1
12176,1985,Brick Sketches,0
12177,1985,BrickLink Designer Program,0
12178,1985,Brickheadz,0
12179,1985,Bricktober,0
12180,1985,Building,0
12181,1985,Building Set with People,0
12182,1985,Bulk Bricks,0
12183,1985,Cargo,0
12184,1985,Cars,0
12185,1985,Castle,0
12186,1985,Chinese Traditional Festivals,0
12187,1985,Christmas,0
12188,1985,Cities of Wonders,0
12189,1985,City,0
12190,1985,City Center,0
12191,1985,Classic,0
12192,1985,Classic Basic,0
12193,1985,Classic Castle,0
12194,1985,Classic Space,15
12195,1985,Classic Town,26
12196,1985,Clikits,0
12197,1985,Coast Guard,0
12198,1985,Collectible Minifigures,0
12199,1985,Competition,0
12200,1985,Constraction,0
12201,1985,Construction,0
12202,1985,Control Lab,0
12203,1985,Creator,0
12204,1985,Creator 3-in-1,0
12205,1985,Creator Expert,0
12206,1985,Crusaders,0
12207,1985,DC Comics,0
12208,1985,DC Comics Super Heroes,0
12209,1985,DC Super Hero Girls,0
12210,1985,DC Super Heroes,0
12211,1985,DFB Minifigures,0
12212,1985,DOTS,0
12213,1985,Dark Forest,0
12214,1985,Desert,0
12215,1985,Designer Sets,0
12216,1985,Dimensions,0
12217,1985,Dino,0
12218,1985,Dino 2010,0
12219,1985,Dino Attack,0
12220,1985,Dino Island,0
12221,1985,Dinosaurs,0
12222,1985,Discovery,0
12223,1985,Disney,0
12224,1985,Disney Planes,0
12225,1985,Disney Princess,0
12226,1985,Disney Series 1,0
12227,1985,Disney Series 2,0
12228,1985,Disney's Mickey Mouse,0
12229,1985,Divers,0
12230,1985,Doc McStuffins,0
12231,1985,Dolls,0
12232,1985,Dora the Explorer,0
12233,1985,Duplo,6
12234,1985,Duplo and Explore,13
12235,1985,EV3,0
12236,1985,Early Creator,0
12237,1985,Easter,1
12238,1985,Educational and Dacta,2
12239,1985,Elves,0
12240,1985,Exo-Force,0
12241,1985,Expert Builder,0
12242,1985,Exploriens,0
12243,1985,Extreme Team,0
12244,1985,FIRST LEGO League,0
12245,1985,Fabuland,17
12246,1985,Factory,0
12247,1985,Fantastic Beasts,0
12248,1985,Fantasy Era,0
12249,1985,Farm,0
12250,1985,Ferrari,0
12251,1985,Ferries,1
12252,1985,Fire,0
12253,1985,Forestmen,0
12254,1985,Forma,0
12255,1985,Freestyle,0
12256,1985,Friends,0
12257,1985,Fright Knights,0
12258,1985,Frozen,0
12259,1985,Fusion,0
12260,1985,Futuron,0
12261,1985,Galaxy Squad,0
12262,1985,Galidor,0
12263,1985,Games,0
12264,1985,Gas Station,0
12265,1985,Gear,0
12266,1985,Gears,0
12267,1985,Ghostbusters,0
12268,1985,Gravity Games,0
12269,1985,Guardians of the Galaxy,0
12270,1985,HO 1:87 Vehicles,0
12271,1985,Halloween,0
12272,1985,Harbor,0
12273,1985,Harry Potter,0
12274,1985,Harry Potter and Fantastic Beasts Series 1,0
12275,1985,Harry Potter and Fantastic Beasts Series 2,0
12276,1985,Hero Factory,0
12277,1985,Heroes,0
12278,1985,Hidden Side,0
12279,1985,Hobby Sets,0
12280,1985,Hockey,0
12281,1985,Homemaker,0
12282,1985,Hospital,0
12283,1985,Hydronauts,0
12284,1985,Ice Planet 2002,0
12285,1985,Icons,0
12286,1985,Indiana Jones,0
12287,1985,Insectoids,0
12288,1985,Inventor,0
12289,1985,Iron Man,0
12290,1985,Island Xtreme Stunts,0
12291,1985,Jack Stone,0
12292,1985,Jake and the Never Land Pirates,0
12293,1985,Jumbo Bricks,0
12294,1985,Jungle,0
12295,1985,Juniors,0
12296,1985,Jurassic Park III,0
12297,1985,Jurassic World,0
12298,1985,Jurassic World: Fallen Kingdom,0
12299,1985,Justice League,0
12300,1985,Key Chain,0
12301,1985,Kingdoms,0
12302,1985,Knights Kingdom I,0
12303,1985,Knights Kingdom II,0
12304,1985,LEGO Art,0
12305,1985,LEGO Brand Store,0
12306,1985,LEGO Exclusive,0
12307,1985,LEGO Ideas and CUUSOO,0
12308,1985,LEGO Originals,0
12309,1985,Launch Command,0
12310,1985,Learning,0
12311,1985,Legends of Chima,0
12312,1985,Legoland,0
12313,1985,Legoland Parks,0
12314,1985,Legoville,0
12315,1985,Life On Mars,0
12316,1985,Lion Knights,1
12317,1985,Little Forest Friends,0
12318,1985,Little Robots,0
12319,1985,Looney Tunes,0
12320,1985,M:Tron,0
12321,1985,Mars Exploration,0
12322,1985,Mars Mission,0
12323,1985,Marvel,0
12324,1985,Marvel Super Heroes,0
12325,1985,Master Builder Academy,0
12326,1985,Miles From Tomorrowland,0
12327,1985,Mindstorms,0
12328,1985,Minecraft,0
12329,1985,Mini,0
12330,1985,Minions,0
12331,1985,Minitalia,0
12332,1985,Mission Deep Freeze,0
12333,1985,Mission Deep Sea,0
12334,1985,Mixels,0
12335,1985,Model Team,0
12336,1985,Modular Buildings,0
12337,1985,Modulex,0
12338,1985,Monkie Kid,0
12339,1985,Monster Fighters,0
12340,1985,Monthly Mini Model Build,0
12341,1985,Mosaic,0
12342,1985,My Town,0
12343,1985,NXT,0
12344,1985,Nexo Knights,0
12345,1985,Ninja,0
12346,1985,Ninjago,0
12347,1985,Ninjago The Movie,0
12348,1985,Off-Road,0
12349,1985,Orient Expedition,0
12350,1985,Other,0
12351,1985,Outback,0
12352,1985,Overwatch,0
12353,1985,Paradisa,0
12354,1985,Pharaoh's Quest,0
12355,1985,Pick A Model,0
12356,1985,Pirates,0
12357,1985,Pirates I,0
12358,1985,Pirates II,0
12359,1985,Pirates III,0
12360,1985,Pirates of the Caribbean,0
12361,1985,Playhouse,0
12362,1985,Playsets,0
12363,1985,Police,0
12364,1985,Power Functions,0
12365,1985,Power Miners,0
12366,1985,Powered Up,0
12367,1985,Primo,0
12368,1985,Prince of Persia,0
12369,1985,Princess Castle,0
12370,1985,Promotional,0
12371,1985,Protectors,0
12372,1985,Quatro,0
12373,1985,RCX,0
12374,1985,Race,0
12375,1985,Racers,0
12376,1985,Rattles,0
12377,1985,Res-Q,0
12378,1985,RoboForce,0
12379,1985,RoboRiders,0
12380,1985,Rock Raiders,0
12381,1985,Royal Knights,0
12382,1985,Samsonite,0
12383,1985,Scala,0
12384,1985,Scooby-Doo,0
12385,1985,Sculptures,0
12386,1985,Seasonal,0
12387,1985,Series 1 Minifigures,0
12388,1985,Series 10 Minifigures,0
12389,1985,Series 11 Minifigures,0
12390,1985,Series 12 Minifigures,0
12391,1985,Series 13 Minifigures,0
12392,1985,Series 14 Minifigures,0
12393,1985,Series 15 Minifigures,0
12394,1985,Series 16 Minifigures,0
12395,1985,Series 17 Minifigures,0
12396,1985,Series 18 Minifigures,0
12397,1985,Series 19 Minifigures,0
12398,1985,Series 2 Minifigures,0
12399,1985,Series 20 Minifigures,0
12400,1985,Series 21 Minifigures,0
12401,1985,Series 22 Minifigures,0
12402,1985,Series 23 Minifigures,0
12403,1985,Series 3 Minifigures,0
12404,1985,Series 4 Minifigures,0
12405,1985,Series 5 Minifigures,0
12406,1985,Series 6 Minifigures,0
12407,1985,Series 7 Minifigures,0
12408,1985,Series 8 Minifigures,0
12409,1985,Series 9 Minifigures,0
12410,1985,Service Packs,11
12411,1985,Skylines,0
12412,1985,Soccer,0
12413,1985,Sofia the First,0
12414,1985,Soft Bricks,0
12415,1985,Space,0
12416,1985,Space Police I,0
12417,1985,Space Police II,0
12418,1985,Space Police III,0
12419,1985,Space Port,0
12420,1985,Speed Champions,0
12421,1985,Speed Racer,0
12422,1985,Speed Slammers,0
12423,1985,Speedorz,0
12424,1985,Spider-Man,0
12425,1985,Spiderman,0
12426,1985,SpongeBob SquarePants,0
12427,1985,Sports,0
12428,1985,Spybotics,0
12429,1985,Spyrius,0
12430,1985,Star Wars,0
12431,1985,Stingrays,0
12432,1985,Stranger Things,0
12433,1985,Studios,0
12434,1985,Super Heroes DC,0
12435,1985,Super Heroes Marvel,0
12436,1985,Super Mario,0
12437,1985,Superman,0
12438,1985,Supplemental,5
12439,1985,System,0
12440,1985,Team GB,0
12441,1985,Technic,21
12442,1985,Teenage Mutant Ninja Turtles,0
12443,1985,Thanksgiving,0
12444,1985,The Hobbit,0
12445,1985,The LEGO Batman Movie,0
12446,1985,The LEGO Batman Movie Series 1,0
12447,1985,The LEGO Batman Movie Series 2,0
12448,1985,The LEGO Movie,0
12449,1985,The LEGO Movie II,0
12450,1985,The Lone Ranger,0
12451,1985,The Lord of the Rings,0
12452,1985,The Muppets,0
12453,1985,The Powerpuff Girls,0
12454,1985,The Simpsons Series 1,0
12455,1985,The Simpsons Series 2,0
12456,1985,Thomas & Friends,0
12457,1985,Throwbot Slizer,0
12458,1985,Time Cruisers,0
12459,1985,Toolo,0
12460,1985,Town,8
12461,1985,Town Jr.,0
12462,1985,Town Plan,0
12463,1985,Toy Story,0
12464,1985,Traffic,0
12465,1985,Train,2
12466,1985,Trains,0
12467,1985,Trolls: World Tour,0
12468,1985,UCS,0
12469,1985,UFO,0
12470,1985,Ultimate Collector Series,0
12471,1985,Ultra Agents,0
12472,1985,Unikitty!,0
12473,1985,Unitron,0
12474,1985,Universal Building Set,3
12475,1985,Universe,0
12476,1985,VIDIYO,0
12477,1985,Valentine,0
12478,1985,Value Packs,0
12479,1985,Vehicle,0
12480,1985,Vikings,0
12481,1985,Villains,0
12482,1985,WeDo,0
12483,1985,Western,0
12484,1985,Williams F1,0
12485,1985,Winnie the Pooh,0
12486,1985,Wolfpack,0
12487,1985,World City,0
